UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
231766030,604021,2024-06-02 18:18:22,2024-06-04 14:07:24,Poza stacją,Poza stacją,2629
231813187,604188,2024-06-03 05:09:07,2024-06-04 23:59:33,Solskiego / al. Piastów,al. Karkonoska / Jeździecka,2570
231858908,604367,2024-06-03 11:59:38,2024-06-04 07:27:20,.RELOKACYJNA 2024,Poza stacją,1168
231865399,603631,2024-06-03 12:44:08,2024-06-04 08:29:24,Klecińska (Wrocław Grabiszyn),Strzegomska / Estońska,1185
231917891,603465,2024-06-03 16:55:13,2024-06-04 13:29:42,Kazimierza Wielkiego (Helios),Fosa Miejska ,1234
231944391,603096,2024-06-03 18:29:22,2024-06-04 00:15:20,Wyszyńskiego / Szczytnicka,Nowowiejska / Górnickiego,346
231970304,604405,2024-06-03 20:16:45,2024-06-04 00:24:25,Lotnicza / Na Ostatnim Groszu,Lotnicza / Na Ostatnim Groszu,248
231973991,602298,2024-06-03 20:35:25,2024-06-04 00:17:54,"Dworzec Główny, południe",Kościuszki / Komuny Paryskiej / Zgodna,222
231980823,602007,2024-06-03 21:15:44,2024-06-04 07:54:25,Dyrekcyjna / Borowska (Wroclavia),Buforowa - Vivaldiego,639
231991045,604287,2024-06-03 22:46:51,2024-06-04 11:30:17,Świdnicka / Piłsudskiego (Hotel Scandic),Gliniana / Gajowa,763
231994075,602170,2024-06-03 23:30:51,2024-06-04 00:13:08,Kazimierza Wielkiego (Helios),Kazimierza Wielkiego (Helios),42
231994877,603604,2024-06-03 23:46:02,2024-06-04 00:00:08,Stacyjna (Dworzec Mikołajów),Hermanowska / Kołobrzeska,14
231994912,603010,2024-06-03 23:46:43,2024-06-04 00:03:56,"Paprotna / Obornicka, zajezdnia MPK",Sienkiewicza / Wyszyńskiego,17
231994988,602448,2024-06-03 23:48:28,2024-06-04 00:21:52,Miłoszycka / Swojczycka ,Jedności Narodowej / Wyszyńskiego,33
231995095,604529,2024-06-03 23:50:48,2024-06-04 00:08:47,Wróblewskiego (Teki),Wróblewskiego (Teki),18
231995193,602919,2024-06-03 23:52:59,2024-06-04 00:03:29,"Olszewskiego, pętla tramwajowa",Bacciarellego,11
231995352,602176,2024-06-03 23:56:45,2024-06-04 00:06:08,Gazowa / Międzyleska,Świeradowska (Ferio Gaj ),9
231995390,602950,2024-06-03 23:57:41,2024-06-04 00:14:51,Popowicka / Rysia,Kozanowska / Pilczycka,17
231995395,602929,2024-06-03 23:57:54,2024-06-04 00:18:04,Popowicka / Rysia,Kozanowska / Pilczycka,20
231995427,602168,2024-06-03 23:58:39,2024-06-04 00:51:10,Promenady Wrocławskie,Promenady Wrocławskie,53
231995434,603742,2024-06-03 23:58:55,2024-06-04 00:51:17,Promenady Wrocławskie,Promenady Wrocławskie,52
231995444,603692,2024-06-03 23:59:12,2024-06-04 00:10:20,Janiszewskiego (PWr),Żeromskiego / Daszyńskiego,11
231995506,602812,2024-06-04 00:01:00,2024-06-04 00:15:02,Poza stacją,Śrubowa / Strzegomska,14
231995531,603040,2024-06-04 00:01:42,2024-06-04 00:02:01,Śrubowa / Strzegomska,Śrubowa / Strzegomska,0
231995542,602219,2024-06-04 00:02:00,2024-06-04 00:15:16,Krzycka / Aleja Karkonoska (Park Południowy),Zwycięska / Ołtaszyńska,13
231995569,603040,2024-06-04 00:02:57,2024-06-04 00:17:40,Śrubowa / Strzegomska,Świdnicka / Piłsudskiego (Hotel Scandic),15
231995615,603279,2024-06-04 00:04:28,2024-06-04 00:37:21,Grabiszyńska / Magazynierska (Corte Verona),Grabiszyńska / Magazynierska (Corte Verona),33
231995698,603544,2024-06-04 00:06:43,2024-06-04 00:21:44,Plac Grunwaldzki (DS Ołówek),Wróblewskiego (Teki),15
231995734,602277,2024-06-04 00:07:39,2024-06-04 00:11:53,Popowicka / Niedźwiedzia,Kozanowska Pilczyce,4
231995777,603892,2024-06-04 00:08:41,2024-06-04 00:21:11,pl. Orląt Lwowskich,Legnicka / Zachodnia ,13
231995780,602100,2024-06-04 00:08:43,2024-06-04 00:12:21,Nowowiejska / Jedności Narodowej,Nowowiejska / Górnickiego,4
231995785,603251,2024-06-04 00:08:48,2024-06-04 00:18:17,Janiszewskiego (PWr),Kościuszki / Pułaskiego,9
231995855,603736,2024-06-04 00:10:41,2024-06-04 00:35:57,pl. Orląt Lwowskich,Powstańcow Śląskich / Aleja Hallera,25
231996036,604249,2024-06-04 00:15:26,2024-06-04 00:32:39,Poza stacją,Poza stacją,17
231996079,604228,2024-06-04 00:16:46,2024-06-04 00:34:17,Fosa Miejska ,Popowicka / Rysia,18
231996120,603237,2024-06-04 00:19:02,2024-06-04 00:30:37,Nowowiejska / Górnickiego,Plac Grunwaldzki (DS Ołówek),12
231996126,602530,2024-06-04 00:19:13,2024-06-04 00:30:31,Nowowiejska / Górnickiego,Plac Grunwaldzki (DS Ołówek),11
231996178,603298,2024-06-04 00:20:36,2024-06-04 00:34:38,Bacciarellego / pętla autobusowa,Wróblewskiego (Teki),14
231996182,602995,2024-06-04 00:20:44,2024-06-04 00:37:36,Kozanowska / Pilczycka,Legnicka / Wejherowska,17
231996185,603770,2024-06-04 00:20:48,2024-06-04 00:39:03,Traugutta / Pułaskiego,Semaforowa,18
231996193,602635,2024-06-04 00:21:04,2024-06-04 00:37:30,Kozanowska / Pilczycka,Legnicka / Wejherowska,16
231996235,603372,2024-06-04 00:22:13,2024-06-04 00:25:43,Plac Legionów,Zaporoska / Grabiszyńska,4
231996267,602538,2024-06-04 00:23:22,2024-06-04 00:38:31,Dworzec Główny ,Kopycińskiego/Drabika,15
231996352,602998,2024-06-04 00:26:30,2024-06-04 00:31:38,Legnicka / Zachodnia ,Legnicka / Młodych Techników,5
231996365,603380,2024-06-04 00:26:50,2024-06-04 00:41:21,Zaporoska / Gajowicka,al. Armii Krajowej / Bardzka,15
231996370,603929,2024-06-04 00:26:53,2024-06-04 00:40:18,Zaporoska / Gajowicka,Plac Jana Pawła II (Akademia Muzyczna),13
231996387,602859,2024-06-04 00:27:22,2024-06-04 00:48:38,Ślężna / Aleja Wiśniowa,Tarnogajska / Klimasa,21
231996405,603089,2024-06-04 00:28:13,2024-06-04 00:35:44,Poza stacją,Gliniana / Gajowa,8
231996472,602441,2024-06-04 00:29:46,2024-06-04 00:47:11,Fosa Miejska ,Grabiszyńska / Stalowa,17
231996473,602572,2024-06-04 00:29:46,2024-06-04 00:48:38,Ślężna / Aleja Wiśniowa,Tarnogajska / Klimasa,19
231996513,602524,2024-06-04 00:31:22,2024-06-04 01:17:23,Plac Świętego Macieja / Trzebnicka,Plac Jana Pawła II (Akademia Muzyczna),46
231996524,603258,2024-06-04 00:32:13,2024-06-04 01:17:07,Plac Świętego Macieja / Trzebnicka,Plac Jana Pawła II (Akademia Muzyczna),45
231996533,604519,2024-06-04 00:32:46,2024-06-04 00:39:17,Rynek,Zaporoska / Grabiszyńska,7
231996549,603964,2024-06-04 00:33:25,2024-06-04 00:34:08,Plac Kościuszki (Renoma),Plac Kościuszki (Renoma),1
231996559,602446,2024-06-04 00:33:51,2024-06-04 00:38:15,Klecińska / Duńska,Strzegomska / Rogowska ,4
231996571,603105,2024-06-04 00:34:09,2024-06-04 00:34:41,Leśnica - pętla tramwajowa,Leśnica - pętla tramwajowa,1
231996578,604178,2024-06-04 00:34:24,2024-06-04 00:43:23,Kazimierza Wielkiego (Helios),Poza stacją,9
231996582,603814,2024-06-04 00:34:34,2024-06-04 00:43:21,Kazimierza Wielkiego (Helios),Poza stacją,9
231996583,603452,2024-06-04 00:34:35,2024-06-04 00:46:54,Świdnicka / Piłsudskiego (Hotel Scandic),Grabiszyńska / Stalowa,12
231996589,602170,2024-06-04 00:34:53,2024-06-04 00:43:08,Kazimierza Wielkiego (Helios),Poza stacją,8
231996595,603177,2024-06-04 00:35:08,2024-06-04 00:53:01,Poza stacją,Reymonta / Kleczkowska,18
231996597,604177,2024-06-04 00:35:11,2024-06-04 00:42:32,Młodych Techników,Stacyjna (Dworzec Mikołajów),7
231996630,603255,2024-06-04 00:36:27,2024-06-04 00:51:28,Leśnica - pętla tramwajowa,Stabłowicka / Główna ,15
231996683,602809,2024-06-04 00:38:38,2024-06-04 00:48:29,Tarnogajska / Klimasa,Świeradowska (Ferio Gaj ),10
231996743,602701,2024-06-04 00:41:18,2024-06-04 00:56:35,Na Grobli (PWr - Geocentrum),Rondo Reagana,15
231996746,602704,2024-06-04 00:41:29,2024-06-04 01:09:38,Na Grobli (PWr - Geocentrum),Sienkiewicza / Piastowska,28
