UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
193080456,603693,2023-08-01 15:41:04,2023-10-24 13:39:20,Śrubowa / Strzegomska,Poza stacją,120838
205170676,602849,2023-10-17 09:05:09,2023-10-24 11:23:35,Buforowa - Vivaldiego,Buforowa - Vivaldiego,10218
205280932,603564,2023-10-17 20:00:06,2023-10-24 18:57:30,pl. Orląt Lwowskich,Poza stacją,10017
205826028,603088,2023-10-21 18:40:20,2023-10-24 08:13:06,Poza stacją,Poza stacją,3693
205965766,602592,2023-10-23 06:28:12,2023-10-24 10:26:56,Wysoka Nastrojowa,Poza stacją,1679
206024678,603096,2023-10-23 14:23:24,2023-10-24 07:17:33,Mickiewicza / pętla tramwajowa,Partyzantów / Okrzei,1014
206074958,604113,2023-10-23 18:22:52,2023-10-24 10:53:37,Wita Stwosza / Szewska,Nowowiejska / Jedności Narodowej,991
206104443,604043,2023-10-23 22:35:12,2023-10-24 01:18:18,Łukasiewicza / Smoluchowskiego (PWr),Ślężna / Kamienna (Uniw. Ekonomiczny),163
206107888,603727,2023-10-23 23:46:38,2023-10-24 00:10:40,Drobnera / Plac Bema,Wyszyńskiego / Szczytnicka,24
206107895,604465,2023-10-23 23:46:47,2023-10-24 00:10:39,Drobnera / Plac Bema,Wyszyńskiego / Szczytnicka,24
206107903,603475,2023-10-23 23:46:56,2023-10-24 00:10:34,Drobnera / Plac Bema,Wyszyńskiego / Szczytnicka,24
206107984,603855,2023-10-23 23:49:01,2023-10-24 00:03:36,Kamienna / Borowska (Aquapark),Powstańców Śląskich/Orla,15
206107996,603965,2023-10-23 23:49:22,2023-10-24 00:06:49,Dworzec Główny ,Plac Strzegomski / Poznańska,17
206108020,602746,2023-10-23 23:50:00,2023-10-24 00:00:32,Wróblewskiego (Teki),Olszewskiego / Spółdzielcza,11
206108043,603034,2023-10-23 23:50:34,2023-10-24 00:00:49,Wróblewskiego (Teki),Olszewskiego / Spółdzielcza,10
206108046,602873,2023-10-23 23:50:39,2023-10-24 00:05:10,Centrum Handlowe Auchan Bielany,Przyjaźni / Karkonoska,15
206108129,604057,2023-10-23 23:52:32,2023-10-24 00:14:21,Janiszewskiego (PWr),Legnicka / Zachodnia ,22
206108133,602631,2023-10-23 23:52:47,2023-10-24 00:14:12,Janiszewskiego (PWr),Legnicka / Zachodnia ,21
