UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
169472331,651616,2023-01-20 06:38:33,2023-01-20 06:38:39,Poza stacją,Poza stacją,1
169474237,651646,2023-01-20 07:39:14,2023-01-20 07:39:41,#Magazyn Wrocław 2022/23 - Żerań,#Magazyn Wrocław 2022/23 - Żerań,1
169477188,651633,2023-01-20 08:29:13,2023-01-20 08:29:56,#Magazyn Wrocław 2022/23 - Żerań,Poza stacją,1
169477888,651674,2023-01-20 08:41:10,2023-01-20 08:41:45,#Magazyn Wrocław 2022/23 - Żerań,Poza stacją,1
169478189,651657,2023-01-20 08:45:56,2023-01-20 08:46:24,#Magazyn Wrocław 2022/23 - Żerań,Poza stacją,1
169480513,651694,2023-01-20 09:29:49,2023-01-20 09:30:29,#Magazyn Wrocław 2022/23 - Żerań,#Magazyn Wrocław 2022/23 - Żerań,1
169480591,651694,2023-01-20 09:31:29,2023-01-20 09:32:31,#Magazyn Wrocław 2022/23 - Żerań,Poza stacją,2
169482711,651623,2023-01-20 10:14:43,2023-01-20 10:16:17,#Magazyn Wrocław 2022/23 - Żerań,Poza stacją,2
169485278,651618,2023-01-20 11:21:18,2023-01-20 11:23:52,#Magazyn Wrocław 2022/23 - Żerań,Poza stacją,3
169486836,651688,2023-01-20 11:51:45,2023-01-20 11:52:36,#Magazyn Wrocław 2022/23 - Żerań,Poza stacją,1
169486939,651688,2023-01-20 11:53:25,2023-01-20 11:54:20,Poza stacją,Poza stacją,1
169488047,651655,2023-01-20 12:13:59,2023-01-20 12:14:30,#Magazyn Wrocław 2022/23 - Żerań,Poza stacją,1
169489186,651704,2023-01-20 12:33:20,2023-01-20 12:33:49,#Magazyn Wrocław 2022/23 - Żerań,Poza stacją,1
169493024,651645,2023-01-20 13:35:10,2023-01-20 13:35:45,#Magazyn Wrocław 2022/23 - Żerań,Poza stacją,1
169493101,651645,2023-01-20 13:36:27,2023-01-20 13:37:03,Poza stacją,Poza stacją,1
169494254,651688,2023-01-20 13:52:54,2023-01-20 13:53:25,Poza stacją,Poza stacją,1
169501962,651639,2023-01-20 15:57:28,2023-01-20 15:57:43,#Magazyn Wrocław 2022/23 - Żerań,#Magazyn Wrocław 2022/23 - Żerań,1
169502311,651639,2023-01-20 16:02:58,2023-01-20 16:03:28,#Magazyn Wrocław 2022/23 - Żerań,#Magazyn Wrocław 2022/23 - Żerań,1
