UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
210686466,603715,2023-12-04 20:38:49,2023-12-05 16:09:06,Legnicka (Park Magnolia),Drzewieckiego / Dedala,1170
210692168,603475,2023-12-04 23:07:58,2023-12-05 03:04:13,Aleja Hallera / Mielecka,Skarbowców / Wietrzna,236
210692937,603087,2023-12-04 23:49:53,2023-12-05 00:10:24,al. Armii Krajowej / Borowska,Drobnera / Plac Bema,21
210693012,602283,2023-12-04 23:53:43,2023-12-05 00:05:01,Poza stacją,al. Armii Krajowej / Borowska,11
210693194,604478,2023-12-05 00:04:50,2023-12-05 00:22:03,Plac Jana Pawła II (Akademia Muzyczna),Legnicka (Park Magnolia),17
210693383,602814,2023-12-05 00:20:59,2023-12-05 00:28:14,Plac Dominikański (Galeria Dominikańska),Kościuszki / Pułaskiego,7
210693388,602327,2023-12-05 00:21:11,2023-12-05 00:41:36,Poza stacją,Grabiszyńska / Stalowa,20
210693390,602432,2023-12-05 00:21:22,2023-12-05 00:24:46,Poniatowskiego / Oleśnicka,Plac Świętego Macieja / Trzebnicka,3
210693524,602887,2023-12-05 00:35:20,2023-12-05 00:41:59,Zaporoska / Grabiszyńska,Żelazna / Pereca,7
210693538,602334,2023-12-05 00:37:08,2023-12-05 00:57:35,al. Kochanowskiego / Śniadeckich ,Poniatowskiego / Oleśnicka,20
210693642,604570,2023-12-05 00:48:41,2023-12-05 01:00:30,Poza stacją,Hubska / Prudnicka,12
210693689,602491,2023-12-05 00:53:56,2023-12-05 01:10:37,Grochowa / Jemiołowa,al. Armii Krajowej / Borowska,17
210693812,602298,2023-12-05 01:10:13,2023-12-05 01:29:11,Bezpieczna / Obornicka,Koszarowa / UWr,19
210693821,602684,2023-12-05 01:11:25,2023-12-05 01:17:11,Piłsudskiego 13 od Jump Hall,Pereca / Grabiszyńska,6
210693920,603594,2023-12-05 01:26:11,2023-12-05 01:33:19,.RELOKACYJNA,Sienkiewicza / Piastowska,7
210694083,602250,2023-12-05 01:53:24,2023-12-05 02:13:00,3M,Krzywoustego - Rynek Psie Pole,20
210694171,602939,2023-12-05 02:25:05,2023-12-05 02:41:40,Zaporoska / Grabiszyńska,Drobnera / Dubois,17
210694256,602199,2023-12-05 02:46:11,2023-12-05 02:54:10,Szczęśliwa (Sky Tower),Grabiszyńska / Stalowa,8
210694277,602952,2023-12-05 02:52:11,2023-12-05 02:58:43,Komandorska / Kamienna,"Dworzec Główny, południe",7
210694349,604482,2023-12-05 03:25:52,2023-12-05 03:35:23,Stacyjna (Dworzec Mikołajów),Otyńska,10
210694366,603506,2023-12-05 03:34:20,2023-12-05 03:45:48,Pereca / Grabiszyńska,Ślężna / Kamienna (Uniw. Ekonomiczny),11
210694392,603408,2023-12-05 03:42:33,2023-12-05 04:02:57,Promenady Wrocławskie,Lekarska/Żmigrodzka,20
210694407,603506,2023-12-05 03:46:19,2023-12-05 03:56:12,Ślężna / Kamienna (Uniw. Ekonomiczny),Bardzka / Piękna,10
210694412,603171,2023-12-05 03:48:08,2023-12-05 03:48:35,Żmigrodzka / Marino,Żmigrodzka / Marino,0
210694414,604557,2023-12-05 03:49:26,2023-12-05 04:04:55,Żmigrodzka / Marino,Kraszewskiego / Trzebnicka,15
210694427,602929,2023-12-05 03:56:00,2023-12-05 04:03:36,Osobowicka / Ostrowska,Osobowicka - pętla tramwajowa,8
210694454,603506,2023-12-05 04:06:16,2023-12-05 04:09:08,Bardzka / Piękna,Nyska / Jesionowa,3
210694502,602760,2023-12-05 04:30:59,2023-12-05 04:38:42,Nyska / Piękna,Kamienna / Borowska (Aquapark),8
210694512,602121,2023-12-05 04:35:13,2023-12-05 04:49:22,al. Armii Krajowej / Bardzka,Powstańcow Śląskich / Aleja Hallera,14
210694516,603264,2023-12-05 04:36:27,2023-12-05 04:44:36,Plac Powstańców Śląskich,Zaporoska / Grabiszyńska,8
210694522,602161,2023-12-05 04:37:42,2023-12-05 04:55:29,Pilczycka / Kozanowska,Bezpieczna/Jugosławiańska,18
210694530,603458,2023-12-05 04:40:16,2023-12-05 04:46:31,Waniliowa / Cynamonowa,Księgarska / Dekarska / Zduńska,6
210694562,603756,2023-12-05 04:53:08,2023-12-05 05:05:41,Czekoladowa / Wałbrzyska,Aleja Bielany,13
210694571,602161,2023-12-05 04:56:26,2023-12-05 05:01:40,Bezpieczna/Jugosławiańska,"Paprotna / Obornicka, zajezdnia MPK",5
210694605,604551,2023-12-05 05:04:25,2023-12-05 05:05:06,Zaporoska / Wielka / Krucza,Zaporoska / Wielka / Krucza,1
210694613,603519,2023-12-05 05:05:25,2023-12-05 05:10:55,Zaporoska / Wielka / Krucza,Powstańcow Śląskich / Aleja Hallera,6
