UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
211071204,603426,2023-12-09 23:50:14,2023-12-10 00:12:31,.RELOKACYJNA,Boguszowska / Kosmonautów,22
211071540,603827,2023-12-09 23:58:12,2023-12-10 00:05:22,Drobnera / Plac Bema,Nowowiejska / Wyszyńskiego,7
211071566,602743,2023-12-09 23:59:08,2023-12-10 00:04:56,Aleja Hallera / Mielecka,Grabiszyńska / Stalowa,6
211071702,602938,2023-12-10 00:05:10,2023-12-10 00:11:55,Mickiewicza / pętla tramwajowa,Marca Polo (Olimpia Port),7
211071710,603985,2023-12-10 00:05:36,2023-12-10 00:25:56,Dworzec Główny ,Rynek,20
211071849,603770,2023-12-10 00:10:12,2023-12-10 00:26:10,Dworzec Główny ,Poza stacją,16
211071900,603969,2023-12-10 00:12:07,2023-12-10 00:43:45,Powstańców Śląskich/Orla,Poza stacją,32
211071990,603512,2023-12-10 00:15:22,2023-12-10 00:16:00,Buforowa - Vivaldiego,Buforowa - Vivaldiego,1
211072014,603598,2023-12-10 00:16:16,2023-12-10 00:29:51,Buforowa - Vivaldiego,Poza stacją,14
211072049,604083,2023-12-10 00:17:29,2023-12-10 00:29:43,Bezpieczna/Jugosławiańska,Obornicka / Bałtycka,12
211072069,602519,2023-12-10 00:18:12,2023-12-10 00:24:31,Mickiewicza / pętla tramwajowa,Marca Polo (Olimpia Port),6
211072080,602667,2023-12-10 00:18:39,2023-12-10 13:18:30,pl. Orląt Lwowskich,Zaporoska / Wielka / Krucza,780
211072229,602547,2023-12-10 00:23:46,2023-12-10 01:22:12,Lotnicza / Bajana,Jagodzińska / Buforowa,58
211072253,602310,2023-12-10 00:24:28,2023-12-10 00:26:17,"Dworzec Główny, południe","Dworzec Główny, południe",2
211072281,603363,2023-12-10 00:25:10,2023-12-10 00:49:08,al. Armii Krajowej / Borowska,Kazimierza Wielkiego (Helios),24
211072301,604162,2023-12-10 00:25:38,2023-12-10 00:35:34,Szczęśliwa (Sky Tower),Fosa Miejska ,10
211072306,603255,2023-12-10 00:25:50,2023-12-10 00:28:18,Piaskowa / św. Ducha,Piaskowa / św. Ducha,2
211072329,602267,2023-12-10 00:26:32,2023-12-10 00:34:15,"Dworzec Główny, południe",Kościuszki / Komuny Paryskiej / Zgodna,8
211072434,604240,2023-12-10 00:29:44,2023-12-10 00:36:51,Szczęśliwa (Sky Tower),Krucza / Mielecka / Stalowa,7
211072465,604083,2023-12-10 00:30:43,2023-12-10 00:48:31,Obornicka / Bałtycka,Plac Jana Pawła II (Akademia Muzyczna),18
211072563,602456,2023-12-10 00:33:30,2023-12-10 00:38:16,Plac Dominikański (Galeria Dominikańska),Traugutta / Pułaskiego,5
211072564,603510,2023-12-10 00:33:32,2023-12-10 00:48:03,Komandorska / Kamienna,Grochowa / Jemiołowa,15
211073051,603770,2023-12-10 00:49:56,2023-12-10 01:13:50,Poza stacją,Kazimierza Wielkiego (Helios),24
