UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
171177790,604007,2023-02-20 07:57:17,2023-02-20 07:57:40,Poza stacją,Poza stacją,1
171177877,604007,2023-02-20 07:58:42,2023-02-20 07:58:59,Poza stacją,Poza stacją,1
171181128,604092,2023-02-20 08:50:18,2023-02-20 08:50:37,Poza stacją,Poza stacją,1
171183013,604007,2023-02-20 09:23:10,2023-02-20 09:23:39,Poza stacją,Poza stacją,1
171186340,604095,2023-02-20 10:27:37,2023-02-20 10:27:57,Poza stacją,Poza stacją,1
171188126,604096,2023-02-20 11:08:22,2023-02-20 11:08:40,Poza stacją,Poza stacją,1
171188249,604097,2023-02-20 11:11:01,2023-02-20 11:11:20,Poza stacją,Poza stacją,1
171188437,604100,2023-02-20 11:15:11,2023-02-20 11:15:30,Poza stacją,Poza stacją,1
171188681,604099,2023-02-20 11:20:35,2023-02-20 11:21:19,Poza stacją,Poza stacją,1
171188728,604099,2023-02-20 11:21:45,2023-02-20 11:22:58,Poza stacją,Poza stacją,2
171188958,604101,2023-02-20 11:26:52,2023-02-20 11:27:10,Poza stacją,Poza stacją,1
171189587,604098,2023-02-20 11:38:58,2023-02-20 11:39:43,Poza stacją,Poza stacją,1
171191597,604102,2023-02-20 12:12:22,2023-02-20 12:13:01,Poza stacją,Poza stacją,1
171191722,604007,2023-02-20 12:14:26,2023-02-20 12:15:59,Poza stacją,Poza stacją,2
171191862,604007,2023-02-20 12:16:53,2023-02-20 12:17:17,Poza stacją,Poza stacją,1
171193730,604032,2023-02-20 12:46:59,2023-02-20 12:47:48,Poza stacją,Poza stacją,1
171193983,604093,2023-02-20 12:50:33,2023-02-20 12:50:56,Poza stacją,Poza stacją,1
171194420,604032,2023-02-20 12:57:15,2023-02-20 12:57:40,Poza stacją,Poza stacją,1
171195119,604103,2023-02-20 13:07:31,2023-02-20 13:08:28,Poza stacją,Poza stacją,1
171197024,604112,2023-02-20 13:36:40,2023-02-20 13:36:59,Poza stacją,Poza stacją,1
171197960,604106,2023-02-20 13:50:12,2023-02-20 13:50:43,Poza stacją,Poza stacją,1
171198264,604105,2023-02-20 13:55:01,2023-02-20 13:55:20,Poza stacją,Poza stacją,1
171198542,604113,2023-02-20 13:59:21,2023-02-20 14:00:05,Poza stacją,Poza stacją,1
171200816,604107,2023-02-20 14:33:48,2023-02-20 14:34:08,Poza stacją,Poza stacją,1
171201270,604032,2023-02-20 14:40:28,2023-02-20 14:40:46,Poza stacją,Poza stacją,1
171203240,604116,2023-02-20 15:08:19,2023-02-20 15:09:46,Poza stacją,Poza stacją,2
171203858,604112,2023-02-20 15:16:44,2023-02-20 15:17:04,Poza stacją,Poza stacją,1
171204278,604044,2023-02-20 15:21:56,2023-02-20 15:22:14,Poza stacją,Poza stacją,1
171204399,604044,2023-02-20 15:23:36,2023-02-20 15:23:54,Poza stacją,Poza stacją,1
171204707,604117,2023-02-20 15:27:38,2023-02-20 15:28:07,Poza stacją,Poza stacją,1
171204906,604115,2023-02-20 15:30:21,2023-02-20 15:30:56,Poza stacją,Poza stacją,1
