UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
176045892,603865,2023-04-17 23:55:45,2023-04-18 00:01:35,Powstańców Śląskich (Arkady Wrocławskie),Gliniana / Gajowa,6
176045763,603391,2023-04-17 23:50:57,2023-04-18 00:02:07,Legnicka / Zachodnia ,Kozanowska / Pilczycka,12
176045894,602750,2023-04-17 23:55:53,2023-04-18 00:02:54,Kazimierza Wielkiego (Helios),pl. Powstańców Wielkopolskich,8
176045870,604100,2023-04-17 23:55:10,2023-04-18 00:05:53,Kazimierza Wielkiego (Helios),Traugutta / Pułaskiego,11
176045765,602824,2023-04-17 23:51:00,2023-04-18 00:06:24,Borowska (Uniw. Szpital Kliniczny),Grota-Roweckiego / Parafialna,16
176045863,602500,2023-04-17 23:54:53,2023-04-18 00:08:42,Jagodzińska / Buforowa,Świeradowska (Ferio Gaj ),14
176029413,602902,2023-04-17 20:02:18,2023-04-18 00:09:07,Żeromskiego / Kluczborska,Poniatowskiego / Oleśnicka,247
176045900,602545,2023-04-17 23:56:12,2023-04-18 00:10:18,Plac Grunwaldzki (DS Ołówek),Wróblewskiego (Teki),15
176046098,603964,2023-04-18 00:04:11,2023-04-18 00:11:34,Poza stacją,Grabiszyńska / Stalowa,8
176046217,603172,2023-04-18 00:09:12,2023-04-18 00:12:24,Dyrekcyjna / Borowska (Wroclavia),Gliniana / Gajowa,4
176046314,603006,2023-04-18 00:13:06,2023-04-18 00:16:50,Plac Legionów,Zaporoska / Grabiszyńska,4
176045747,602402,2023-04-17 23:50:23,2023-04-18 00:17:49,Bogatyńska / Turoszowska,Bogatyńska / Turoszowska,28
176046329,603754,2023-04-18 00:13:43,2023-04-18 00:20:29,Dworzec Główny ,Plac Legionów,7
176045874,603244,2023-04-17 23:55:15,2023-04-18 00:22:41,Racławicka / Rymarska,Racławicka / Rymarska,28
176046315,602618,2023-04-18 00:13:06,2023-04-18 00:22:46,Jagiełły / Dmowskiego ,Popowicka / Niedźwiedzia,10
176046411,603258,2023-04-18 00:17:05,2023-04-18 00:22:59,al. Armii Krajowej / Borowska,Borowska (Uniw. Szpital Kliniczny),6
176046441,602414,2023-04-18 00:18:17,2023-04-18 00:23:46,Legnicka (Park Magnolia),Robotnicza / Fabryczna,6
176046297,603826,2023-04-18 00:12:12,2023-04-18 00:24:46,Świdnicka / Piłsudskiego (Hotel Scandic),Hubska / Prudnicka,13
176046334,602538,2023-04-18 00:13:51,2023-04-18 00:25:55,Kazimierza Wielkiego (Helios),Krucza / Mielecka / Stalowa,13
176046483,602119,2023-04-18 00:20:46,2023-04-18 00:27:09,Ślężna / Kamienna (Uniw. Ekonomiczny),Zaporoska / Wielka / Krucza,7
176046478,602323,2023-04-18 00:20:18,2023-04-18 00:29:25,Partyzantów / Okrzei,Bacciarellego / pętla autobusowa,10
176033219,604136,2023-04-17 20:33:45,2023-04-18 00:30:54,Pilczycka (Stadion Miejski),Mrągowska / Rolna,238
176046507,603654,2023-04-18 00:21:27,2023-04-18 00:30:55,"Paprotna / Obornicka, zajezdnia MPK",Kraszewskiego / Trzebnicka,10
176046552,603936,2023-04-18 00:24:21,2023-04-18 00:33:38,Plac Legionów,Krucza / Mielecka / Stalowa,10
176046567,602806,2023-04-18 00:25:09,2023-04-18 00:34:17,Zaporoska / Grabiszyńska,"Dworzec Główny, południe",10
176046512,602633,2023-04-18 00:21:46,2023-04-18 00:36:30,Kazimierza Wielkiego (Helios),Żeromskiego / Daszyńskiego,15
176046741,603637,2023-04-18 00:32:56,2023-04-18 00:42:03,Jagiełły / Dmowskiego ,pl. Powstańców Wielkopolskich,10
176046632,602444,2023-04-18 00:28:04,2023-04-18 00:44:11,Otyńska,Rogowska / Zemska,17
176046163,603878,2023-04-18 00:06:34,2023-04-18 00:44:31,"Paprotna / Obornicka, zajezdnia MPK",Opolska / Siemianowicka,38
176046771,603232,2023-04-18 00:34:18,2023-04-18 00:46:43,Aleja Hallera / Mielecka,Skarbowców / Wietrzna,13
176046967,603693,2023-04-18 00:46:53,2023-04-18 00:48:32,Plac Uniwersytecki (UWr),Plac Uniwersytecki (UWr),2
176046440,603708,2023-04-18 00:18:17,2023-04-18 00:48:40,Na Ostatnim Groszu,Kościuszki / Pułaskiego,31
176046673,603573,2023-04-18 00:29:46,2023-04-18 00:48:44,Berenta / Kasprowicza,Poza stacją,19
176045069,602949,2023-04-17 23:28:10,2023-04-18 00:50:05,Aleja Hallera / Mielecka,Plac Strzegomski / Poznańska,82
176045077,602142,2023-04-17 23:28:22,2023-04-18 00:50:16,Aleja Hallera / Mielecka,Plac Strzegomski / Poznańska,82
176046909,603865,2023-04-18 00:42:21,2023-04-18 00:51:02,Gliniana / Gajowa,Tarnogajska / Klimasa,9
176046955,602882,2023-04-18 00:45:12,2023-04-18 00:52:54,Bałtycka / Żmigrodzka,Bałtycka / Żmigrodzka,8
176046947,603221,2023-04-18 00:44:50,2023-04-18 00:53:00,Olszewskiego / Spółdzielcza,Partyzantów / Okrzei,9
176046870,603310,2023-04-18 00:40:10,2023-04-18 00:53:16,Legnicka / Wejherowska,Osobowicka - pętla tramwajowa,14
176046997,602375,2023-04-18 00:48:16,2023-04-18 01:00:18,Plac Grunwaldzki (DS Ołówek),Wróblewskiego (Teki),13
176047026,603890,2023-04-18 00:50:03,2023-04-18 01:01:46,Plac Uniwersytecki (UWr),Komandorska / Sanocka,12
176046185,602824,2023-04-18 00:07:47,2023-04-18 01:02:26,Grota-Roweckiego / Parafialna,Świeradowska / Krynicka,55
176047196,602415,2023-04-18 01:00:22,2023-04-18 01:10:10,Kazimierza Wielkiego (Helios),Zaporoska / Gajowicka,10
176047256,602824,2023-04-18 01:04:46,2023-04-18 01:10:16,Świeradowska / Krynicka,al. Armii Krajowej / Bardzka,6
176047186,603417,2023-04-18 00:59:50,2023-04-18 01:10:17,Kazimierza Wielkiego (Helios),Zaporoska / Gajowicka,11
176047412,602183,2023-04-18 01:14:10,2023-04-18 01:20:31,Dworzec Główny ,Kościuszki / Komuny Paryskiej / Zgodna,7
176047375,603075,2023-04-18 01:12:22,2023-04-18 01:23:18,Nowowiejska / Jedności Narodowej,Plac Dominikański (Galeria Dominikańska),11
176047459,603203,2023-04-18 01:18:15,2023-04-18 01:23:50,Mościckiego / Chińska ,Ziemniaczana/Boiskowa,6
176047594,602093,2023-04-18 01:33:12,2023-04-18 01:40:43,"Paprotna / Obornicka, zajezdnia MPK",Bezpieczna/Jugosławiańska,8
176047606,602212,2023-04-18 01:34:20,2023-04-18 01:44:03,Krakowska / Leroy Merlin,Świeradowska / Krynicka,10
176047609,602940,2023-04-18 01:34:33,2023-04-18 01:53:59,Krakowska / Leroy Merlin,"Olszewskiego, pętla tramwajowa",20
176039893,603670,2023-04-17 21:50:55,2023-04-18 01:55:08,Drobnera / Dubois,Drobnera / Dubois,245
176047987,603566,2023-04-18 02:22:43,2023-04-18 02:31:54,Grabiszyńska / Aleja Hallera,Pereca / Grabiszyńska,10
176048121,604149,2023-04-18 02:47:58,2023-04-18 02:49:59,Kołłątaja / Podwale,Kołłątaja / Podwale,3
176048138,602391,2023-04-18 02:50:20,2023-04-18 03:00:06,Kołłątaja / Podwale,Zaporoska / Grabiszyńska,10
176048131,603039,2023-04-18 02:49:33,2023-04-18 03:00:53,Plac Grunwaldzki (DS Ołówek),Wróblewskiego (Teki),12
176048157,604115,2023-04-18 02:53:26,2023-04-18 03:04:29,Zaporoska / Wielka / Krucza,al. Armii Krajowej / Borowska,12
176048234,602787,2023-04-18 03:06:58,2023-04-18 03:14:06,Drobnera / Plac Bema,Jedności Narodowej / Wyszyńskiego,8
176048247,603211,2023-04-18 03:10:02,2023-04-18 03:21:20,Plac Powstańców Śląskich,Nyska / Jesionowa,12
176048329,602022,2023-04-18 03:26:33,2023-04-18 03:27:35,Świdnicka / Piłsudskiego (Hotel Scandic),Świdnicka / Piłsudskiego (Hotel Scandic),2
176048330,602104,2023-04-18 03:27:05,2023-04-18 03:29:14,Powstańców Śląskich/Orla,Powstańców Śląskich/Orla,3
176048346,602457,2023-04-18 03:32:17,2023-04-18 03:33:02,Powstańców Śląskich (Arkady Wrocławskie),Powstańców Śląskich (Arkady Wrocławskie),1
176048357,602152,2023-04-18 03:34:27,2023-04-18 03:34:50,Powstańców Śląskich (Arkady Wrocławskie),Powstańców Śląskich (Arkady Wrocławskie),1
176048361,604518,2023-04-18 03:36:21,2023-04-18 03:36:58,Powstańców Śląskich (Arkady Wrocławskie),Powstańców Śląskich (Arkady Wrocławskie),1
176048310,602633,2023-04-18 03:23:10,2023-04-18 03:38:15,Żeromskiego / Daszyńskiego,Kościuszki / Pułaskiego,16
176048374,602294,2023-04-18 03:38:28,2023-04-18 03:44:20,Żelazna / Pereca,Aleja Hallera / Mielecka,6
176048396,602552,2023-04-18 03:42:57,2023-04-18 03:55:21,Racławicka / Rymarska,Solskiego / al. Piastów,13
176048405,603353,2023-04-18 03:44:26,2023-04-18 03:57:29,Żmigrodzka / Marino,Berenta / Kasprowicza,14
176048426,604056,2023-04-18 03:47:50,2023-04-18 03:58:59,Szewska / Kazimierza Wielkiego ,Młodych Techników,12
176048446,604139,2023-04-18 03:52:57,2023-04-18 04:04:37,Pereca / Grabiszyńska,Bardzka / Piękna,12
176048466,602740,2023-04-18 03:57:18,2023-04-18 04:05:04,Lotnicza / Metalowców,Na Ostatnim Groszu,8
