UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
178499540,602558,2023-05-04 23:45:58,2023-05-05 00:00:25,Wróblewskiego (Teki),Żeromskiego / Kluczborska,15
178499877,603660,2023-05-04 23:52:18,2023-05-05 00:00:34,Legnicka (Park Magnolia),Drzewieckiego / Dedala,9
178500276,603356,2023-05-05 00:00:29,2023-05-05 00:01:16,Powstańcow Śląskich / Aleja Hallera,Powstańcow Śląskich / Aleja Hallera,1
178498879,603668,2023-05-04 23:34:41,2023-05-05 00:01:29,Tyrmanda / Trawowa,Tyrmanda / Trawowa,27
178500336,603964,2023-05-05 00:02:00,2023-05-05 00:02:51,Powstańców Śląskich/Orla,Powstańców Śląskich/Orla,1
178500378,603915,2023-05-05 00:02:55,2023-05-05 00:03:54,Powstańcow Śląskich / Aleja Hallera,Powstańcow Śląskich / Aleja Hallera,1
178500201,602785,2023-05-04 23:59:09,2023-05-05 00:05:11,Świdnicka / Piłsudskiego (Hotel Scandic),Wita Stwosza / Szewska,7
178499907,602357,2023-05-04 23:52:48,2023-05-05 00:05:21,Stadion Olimpijski,Sienkiewicza / Piastowska,13
178500049,602406,2023-05-04 23:55:53,2023-05-05 00:06:18,Rynek,Plac Strzegomski / Poznańska,11
178499916,602612,2023-05-04 23:53:02,2023-05-05 00:06:36,Plac Uniwersytecki (UWr),Zachodnia / Poznańska,14
178500262,602991,2023-05-05 00:00:20,2023-05-05 00:06:58,Borowska (Uniw. Szpital Kliniczny),Świeradowska / Krynicka,7
178500525,602966,2023-05-05 00:07:08,2023-05-05 00:07:43,"Dworzec Główny, południe","Dworzec Główny, południe",1
178498763,604453,2023-05-04 23:32:51,2023-05-05 00:07:47,Plac Dominikański (Galeria Dominikańska),Opolska / pętla tramwajowa,35
178499832,602817,2023-05-04 23:51:11,2023-05-05 00:08:41,Świeradowska (Ferio Gaj ),Zwycięska / Agrestowa,18
178500473,604444,2023-05-05 00:05:41,2023-05-05 00:09:07,Legnicka (Park Magnolia),Stacyjna (Dworzec Mikołajów),4
178499671,603561,2023-05-04 23:48:32,2023-05-05 00:09:15,Wałbrzyska - pętla tramwajowa,Tyrmanda / Trawowa,21
178500124,603990,2023-05-04 23:57:30,2023-05-05 00:10:31,Powstańców Śląskich/Orla,Dworzec Główny ,14
178499921,602985,2023-05-04 23:53:11,2023-05-05 00:12:00,Plac Strzegomski / Poznańska,Nowowiejska / Wyszyńskiego,19
178500423,602533,2023-05-05 00:04:22,2023-05-05 00:12:10,Powstańcow Śląskich / Aleja Hallera,Hallera / Odkrywców,8
178500693,602328,2023-05-05 00:11:32,2023-05-05 00:12:10,Świeradowska (Ferio Gaj ),Świeradowska (Ferio Gaj ),1
178500561,603853,2023-05-05 00:07:59,2023-05-05 00:13:23,"Dworzec Główny, południe",Kościuszki / Komuny Paryskiej / Zgodna,6
178500298,602651,2023-05-05 00:00:58,2023-05-05 00:13:47,Wita Stwosza / Szewska,Rondo Reagana,13
178500308,604206,2023-05-05 00:01:14,2023-05-05 00:13:56,Promenady Wrocławskie,Bezpieczna / Obornicka,13
178500781,602852,2023-05-05 00:13:12,2023-05-05 00:14:13,Legnicka / Młodych Techników,Legnicka / Młodych Techników,2
178500248,602644,2023-05-04 23:59:59,2023-05-05 00:14:22,Traugutta / Kościuszki,Świeradowska (Ferio Gaj ),15
178500559,604371,2023-05-05 00:07:56,2023-05-05 00:14:27,"Dworzec Główny, południe",Nyska / Jesionowa,7
178500687,603366,2023-05-05 00:11:22,2023-05-05 00:14:38,Krzycka / Aleja Karkonoska (Park Południowy),Przyjaźni / Karkonoska,4
178498773,604124,2023-05-04 23:33:02,2023-05-05 00:15:17,Fosa Miejska ,Fosa Miejska ,43
178500496,604043,2023-05-05 00:06:19,2023-05-05 00:15:20,Grabiszyńska / Aleja Hallera,Aleja Hallera / Mielecka,10
178500726,602658,2023-05-05 00:12:05,2023-05-05 00:15:46,Krzycka / Aleja Karkonoska (Park Południowy),Skarbowców / Wietrzna,4
178500395,603060,2023-05-05 00:03:33,2023-05-05 00:16:58,Janiszewskiego (PWr),Żeromskiego / Daszyńskiego,14
178500921,604076,2023-05-05 00:16:35,2023-05-05 00:17:00,Jagodzińska / Buforowa,Jagodzińska / Buforowa,1
178500773,602299,2023-05-05 00:13:06,2023-05-05 00:18:24,Gliniana / Gajowa,Nyska / Jesionowa,6
178500764,604512,2023-05-05 00:12:57,2023-05-05 00:18:32,Poza stacją,Nyska / Jesionowa,6
178500985,603023,2023-05-05 00:18:30,2023-05-05 00:19:01,Jagodzińska / Buforowa,Jagodzińska / Buforowa,1
178501060,603008,2023-05-05 00:20:37,2023-05-05 00:20:58,Plac Dominikański (Galeria Dominikańska),Poza stacją,1
178501064,603769,2023-05-05 00:20:46,2023-05-05 00:21:24,Jagodzińska / Buforowa,Jagodzińska / Buforowa,1
178500903,602553,2023-05-05 00:16:14,2023-05-05 00:21:35,Nowowiejska / Jedności Narodowej,Jedności Narodowej / Wyszyńskiego,6
178500652,602088,2023-05-05 00:10:37,2023-05-05 00:22:15,Nowowiejska / Jedności Narodowej,Plac Dominikański (Galeria Dominikańska),12
178500924,604044,2023-05-05 00:16:38,2023-05-05 00:22:21,Plac Dominikański (Galeria Dominikańska),Walońska (Angel Poland Group),6
178501125,603964,2023-05-05 00:22:14,2023-05-05 00:22:59,Powstańców Śląskich/Orla,Powstańców Śląskich/Orla,1
178500501,604210,2023-05-05 00:06:22,2023-05-05 00:23:23,Drobnera / Plac Bema,Powstańcow Śląskich / Aleja Hallera,18
178501081,602289,2023-05-05 00:21:04,2023-05-05 00:23:46,Plac Legionów,Zaporoska / Grabiszyńska,3
178500745,603595,2023-05-05 00:12:24,2023-05-05 00:24:07,Świeradowska (Ferio Gaj ),Jagodzińska / Buforowa,12
178500977,604043,2023-05-05 00:18:10,2023-05-05 00:25:02,Aleja Hallera / Mielecka,Aleja Hallera / Mielecka,7
178501124,602661,2023-05-05 00:22:13,2023-05-05 00:26:49,Kazimierza Wielkiego (Helios),Legnicka / Młodych Techników,5
178500712,604527,2023-05-05 00:11:48,2023-05-05 00:27:42,Lotnicza / Na Ostatnim Groszu,Kurkowa / Dubois,16
178500888,603632,2023-05-05 00:15:31,2023-05-05 00:27:59,al. Armii Krajowej / Bardzka,Grota-Roweckiego / Parafialna,13
178501201,602862,2023-05-05 00:24:39,2023-05-05 00:28:14,Zaporoska / Grabiszyńska,Grabiszyńska / Stalowa,4
178501104,602695,2023-05-05 00:21:36,2023-05-05 00:28:58,Rynek,Drobnera / Plac Bema,8
178501354,603959,2023-05-05 00:28:33,2023-05-05 00:30:41,Plac Uniwersytecki (UWr),Drobnera / Dubois,3
178501477,603964,2023-05-05 00:31:30,2023-05-05 00:32:40,Powstańców Śląskich/Orla,Powstańców Śląskich/Orla,2
178501388,604192,2023-05-05 00:29:20,2023-05-05 00:33:45,Poza stacją,Szczęśliwa (Sky Tower),5
178501313,602582,2023-05-05 00:27:33,2023-05-05 00:34:24,Plac Uniwersytecki (UWr),Reymonta / Kleczkowska,7
178501399,603413,2023-05-05 00:29:28,2023-05-05 00:34:34,Kozanowska / Pilczycka,Drzewieckiego / Dedala,6
178501189,602012,2023-05-05 00:24:14,2023-05-05 00:35:51,Wita Stwosza / Szewska,Kościuszki / Komuny Paryskiej / Zgodna,12
178501138,603008,2023-05-05 00:22:37,2023-05-05 00:37:06,Poza stacją,Kamienna / Borowska (Aquapark),15
178501710,604032,2023-05-05 00:38:35,2023-05-05 00:39:04,Na Grobli (PWr - Geocentrum),Na Grobli (PWr - Geocentrum),1
178501672,602716,2023-05-05 00:37:26,2023-05-05 00:39:47,Kołłątaja / Podwale,Kołłątaja / Podwale,3
178501276,602629,2023-05-05 00:26:27,2023-05-05 00:41:43,Kamienna / Borowska (Aquapark),Grota-Roweckiego / Parafialna,16
178501403,602612,2023-05-05 00:29:39,2023-05-05 00:46:35,Zachodnia / Poznańska,Bystrzycka / Idzikowskiego,17
178501806,602971,2023-05-05 00:42:10,2023-05-05 00:47:01,Poza stacją,Zachodnia / Poznańska,5
178501708,603851,2023-05-05 00:38:30,2023-05-05 00:47:33,Krakowska / Leroy Merlin,Opolska / pętla tramwajowa,10
178501975,603324,2023-05-05 00:47:44,2023-05-05 00:48:17,pl. Orląt Lwowskich,pl. Orląt Lwowskich,1
