UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
179994686,604563,2023-05-14 23:05:22,2023-05-15 00:04:19,Poza stacją,Poza stacją,59
179996630,602169,2023-05-15 00:02:30,2023-05-15 00:07:56,Plac Strzegomski / Poznańska,Młodych Techników,6
179996705,602378,2023-05-15 00:05:23,2023-05-15 00:10:30,Zwycięska / Ołtaszyńska,Kutrzeby / Hubala,6
179996700,602271,2023-05-15 00:05:12,2023-05-15 00:10:41,Zwycięska / Ołtaszyńska,Kutrzeby / Hubala,6
179996712,602659,2023-05-15 00:05:38,2023-05-15 00:14:34,Świeradowska (Ferio Gaj ),Ślężna / Aleja Wiśniowa,9
179996765,602489,2023-05-15 00:07:42,2023-05-15 00:15:07,Ślężna / Kamienna (Uniw. Ekonomiczny),al. Armii Krajowej / Borowska,8
179997002,604027,2023-05-15 00:17:11,2023-05-15 00:18:02,Nowowiejska / Jedności Narodowej,Nowowiejska / Jedności Narodowej,1
179996817,602078,2023-05-15 00:09:56,2023-05-15 00:18:23,Klecińska / Duńska,Strzegomska / Rogowska ,9
179996908,602799,2023-05-15 00:13:51,2023-05-15 00:19:36,Gliniana / Gajowa,Nyska / Jesionowa,6
179996911,603598,2023-05-15 00:13:59,2023-05-15 00:19:40,Gliniana / Gajowa,Nyska / Jesionowa,6
179996857,603157,2023-05-15 00:11:26,2023-05-15 00:21:13,Aleja Hallera / Mielecka,Grabiszyńska / Stalowa,10
179996811,602756,2023-05-15 00:09:32,2023-05-15 00:23:00,al. Armii Krajowej / Borowska,Zwycięska / Agrestowa,14
179997114,603677,2023-05-15 00:21:51,2023-05-15 00:24:59,Rondo Reagana,Plac Grunwaldzki (DS Ołówek),4
179996833,603991,2023-05-15 00:10:44,2023-05-15 00:25:14,Plac Uniwersytecki (UWr),Wróblewskiego (Teki),15
179997187,604462,2023-05-15 00:24:04,2023-05-15 00:30:18,Świdnicka / Piłsudskiego (Hotel Scandic),Kościuszki / Pułaskiego,7
179997253,603565,2023-05-15 00:27:03,2023-05-15 00:30:51,Kamienna / Tomaszowska,Nyska / Jesionowa,4
179997177,602197,2023-05-15 00:23:47,2023-05-15 00:35:52,Komandorska / Kamienna,Szewska / Kazimierza Wielkiego ,13
179997276,602331,2023-05-15 00:27:57,2023-05-15 00:38:38,Walońska (Angel Poland Group),Żeromskiego / Daszyńskiego,11
179996761,602005,2023-05-15 00:07:34,2023-05-15 00:39:16,Poza stacją,Poza stacją,32
179997308,602324,2023-05-15 00:29:55,2023-05-15 00:41:12,Bezpieczna / Obornicka,Koszarowa / UWr,12
179997339,603830,2023-05-15 00:31:03,2023-05-15 00:41:32,Nowowiejska / Górnickiego,Poniatowskiego / Oleśnicka,11
179997344,602762,2023-05-15 00:31:24,2023-05-15 00:41:40,Nowowiejska / Górnickiego,Poniatowskiego / Oleśnicka,11
179997410,602240,2023-05-15 00:34:55,2023-05-15 00:42:03,Plac Kościuszki (Renoma),Kościuszki / Komuny Paryskiej / Zgodna,8
179997464,602262,2023-05-15 00:37:50,2023-05-15 00:44:21,Świdnicka / Piłsudskiego (Hotel Scandic),pl. Orląt Lwowskich,7
179997320,603087,2023-05-15 00:30:30,2023-05-15 00:51:46,Bezpieczna / Obornicka,Plac Grunwaldzki (DS Ołówek),22
179997505,604572,2023-05-15 00:40:18,2023-05-15 01:06:45,Jagiełły / Dmowskiego ,Ślężna / Kamienna (Uniw. Ekonomiczny),27
179997981,604027,2023-05-15 01:09:48,2023-05-15 01:10:07,Nowowiejska / Jedności Narodowej,Nowowiejska / Jedności Narodowej,1
179997663,603133,2023-05-15 00:49:54,2023-05-15 01:12:10,Żmigrodzka / Broniewskiego,Krzywoustego - Rynek Psie Pole,23
179997992,604043,2023-05-15 01:10:37,2023-05-15 01:17:49,Nowowiejska / Jedności Narodowej,Nowowiejska / Górnickiego,8
179997886,602141,2023-05-15 01:03:57,2023-05-15 01:17:51,Gazowa / Międzyleska,Kamienna / Borowska (Aquapark),14
179997988,604466,2023-05-15 01:10:22,2023-05-15 01:17:53,Nowowiejska / Jedności Narodowej,Nowowiejska / Górnickiego,8
179997805,602012,2023-05-15 00:59:06,2023-05-15 01:18:09,Legnicka / Zachodnia ,Legnicka / Wejherowska,20
179997943,604101,2023-05-15 01:07:07,2023-05-15 01:25:23,Powstańców Śląskich/Orla,Zachodnia / Poznańska,19
179997896,603407,2023-05-15 01:04:20,2023-05-15 01:26:11,Wita Stwosza / Szewska,Kościuszki / Komuny Paryskiej / Zgodna,22
179998148,603881,2023-05-15 01:23:13,2023-05-15 01:30:40,Nowowiejska / Górnickiego,Plac Grunwaldzki (DS Ołówek),8
179998150,602111,2023-05-15 01:23:21,2023-05-15 01:30:57,Nowowiejska / Górnickiego,Plac Grunwaldzki (DS Ołówek),8
179998153,604043,2023-05-15 01:23:31,2023-05-15 01:31:03,Nowowiejska / Górnickiego,Plac Grunwaldzki (DS Ołówek),8
179998422,602350,2023-05-15 01:49:51,2023-05-15 01:52:43,Szczęśliwa (Sky Tower),Zaporoska / Gajowicka,3
179998619,602507,2023-05-15 02:17:13,2023-05-15 02:17:35,Sienkiewicza / Piastowska,Sienkiewicza / Piastowska,1
179998626,602507,2023-05-15 02:18:12,2023-05-15 02:18:56,Sienkiewicza / Piastowska,Sienkiewicza / Piastowska,1
179998637,603315,2023-05-15 02:19:26,2023-05-15 02:25:03,Sienkiewicza / Piastowska,Nowowiejska / Wyszyńskiego,6
