UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
172119558,602278,2023-03-05 23:56:33,2023-03-06 00:04:11,Plac Legionów,Żelazna / Pereca,8
172119701,602231,2023-03-06 00:09:29,2023-03-06 00:12:45,Jagiełły / Dmowskiego ,Młodych Techników,4
172119522,602636,2023-03-05 23:54:15,2023-03-06 00:13:17,Jagiełły / Dmowskiego ,Fosa Miejska ,20
172119595,602184,2023-03-06 00:00:05,2023-03-06 00:13:29,Krakowska / Leroy Merlin,Bardzka (cmentarz),14
172119593,603395,2023-03-05 23:59:56,2023-03-06 00:17:30,Nowowiejska / Wyszyńskiego,Komandorska / Sanocka,18
172119706,602529,2023-03-06 00:09:32,2023-03-06 00:18:23,Krzycka / Aleja Karkonoska (Park Południowy),Wałbrzyska - pętla tramwajowa,9
172119734,603421,2023-03-06 00:12:07,2023-03-06 00:19:38,Powstańcow Śląskich / Aleja Hallera,Aleja Hallera / Mielecka,8
172119738,602797,2023-03-06 00:12:20,2023-03-06 00:24:42,Plac Grunwaldzki (DS Ołówek),Drobnera / Dubois,13
172119773,602636,2023-03-06 00:15:29,2023-03-06 00:30:06,Fosa Miejska ,Dworzec Główny ,15
172119871,602904,2023-03-06 00:24:15,2023-03-06 00:34:47,Szewska / Kazimierza Wielkiego ,Zaporoska / Gajowicka,11
172120002,602116,2023-03-06 00:37:52,2023-03-06 00:43:45,Poza stacją,Legnicka / Młodych Techników,6
172120003,602361,2023-03-06 00:37:59,2023-03-06 00:43:58,Kazimierza Wielkiego (Helios),Zaporoska / Grabiszyńska,6
172119931,602636,2023-03-06 00:30:37,2023-03-06 00:46:41,Dworzec Główny ,Szczęśliwa (Sky Tower),17
172119992,603276,2023-03-06 00:36:55,2023-03-06 00:51:33,"Dworzec Główny, południe",Legnicka / Zachodnia ,15
172120099,603279,2023-03-06 00:52:03,2023-03-06 00:53:02,Legnicka / Zachodnia ,Legnicka / Zachodnia ,1
