uid,bike_number,start_time,end_time,rental_place,return_place,duration,lat_start,lon_start,lat_end,lon_end,distance
173800561,603095,2023-03-25 00:49:12,2023-03-25 01:00:25,Plac Grunwaldzki / Polaka,Kościuszki / Komuny Paryskiej / Zgodna,12,51.110415,17.055591,51.098959,17.051519,1.3060042895477555
173800709,603190,2023-03-25 00:52:31,2023-03-25 01:00:48,Wróblewskiego (Teki),Rondo Reagana,9,51.10411,17.084711,51.112154,17.060451,1.9203018666062823
173800387,602917,2023-03-25 00:44:45,2023-03-25 01:01:53,Szewska / Kazimierza Wielkiego,Legnicka / Wejherowska,18,51.107471,17.033335,51.125276,16.984447,3.9550153323745034
173800382,603639,2023-03-25 00:44:36,2023-03-25 01:01:58,Szewska / Kazimierza Wielkiego,Legnicka / Wejherowska,18,51.107471,17.033335,51.125276,16.984447,3.9550153323745034
173800009,602042,2023-03-25 00:36:11,2023-03-25 01:02:08,Grabiszyńska / Aleja Hallera,al. Karkonoska / Jeździecka,26,51.094413,16.980911,51.061492,16.997511,3.842772180644951
173800982,602868,2023-03-25 00:59:01,2023-03-25 01:02:12,Plac Dominikański (Galeria Dominikańska),Plac Dominikański (Galeria Dominikańska),4,51.108004,17.039528,51.108004,17.039528,0.0
173800633,603030,2023-03-25 00:50:59,2023-03-25 01:02:38,Wróblewskiego (Teki),Nowowiejska / Wyszyńskiego,12,51.10411,17.084711,51.122424,17.052013,3.064968240075206
173800639,604335,2023-03-25 00:51:05,2023-03-25 01:02:42,Marca Polo (Olimpia Port),Poza stacją,12,51.110299,17.117854,,,
173800704,602762,2023-03-25 00:52:25,2023-03-25 01:02:48,Jagiełły / Dmowskiego,Poniatowskiego / Oleśnicka,11,51.116596,17.023879,51.121308,17.043077,1.4428059991277
173801117,603336,2023-03-25 01:02:36,2023-03-25 01:02:56,Legnicka / Młodych Techników,Legnicka / Młodych Techników,1,51.113141,17.012175,51.113141,17.012175,0.0
173800653,602977,2023-03-25 00:51:21,2023-03-25 01:03:29,Rynek,Rynek,13,51.109782,17.030175,51.109782,17.030175,0.0
173801137,602868,2023-03-25 01:03:05,2023-03-25 01:04:15,Plac Dominikański (Galeria Dominikańska),Plac Dominikański (Galeria Dominikańska),2,51.108004,17.039528,51.108004,17.039528,0.0
173800074,602763,2023-03-25 00:37:39,2023-03-25 01:04:18,Piłsudskiego 13 od Jump Hall,Tarnogajska / Klimasa,27,51.1052,17.02123,51.08015,17.06228,4.004617394929573
173800454,603061,2023-03-25 00:46:16,2023-03-25 01:04:38,Szewska / Kazimierza Wielkiego,al. Armii Krajowej / Bardzka,19,51.107471,17.033335,51.08283,17.04824,2.9334382630025977
173800637,602636,2023-03-25 00:51:04,2023-03-25 01:04:38,Poza stacją,Promenady Wrocławskie,14,,,51.128876,17.044998,
173800865,602997,2023-03-25 00:56:02,2023-03-25 01:05:12,Dworzec Główny,al. Armii Krajowej / Bardzka,10,51.09975,17.036228,51.08283,17.04824,2.0619078986210244
173800907,602597,2023-03-25 00:57:00,2023-03-25 01:06:02,Grabiszyńska / Aleja Hallera,Klecińska / Duńska,10,51.094413,16.980911,51.109433,16.969097,1.8646501829146331
173800938,603390,2023-03-25 00:57:50,2023-03-25 01:06:39,Bardzka (cmentarz),Jagodzińska / Buforowa,9,51.07217,17.05281,51.058564,17.056696,1.5379773049604004
173800504,602783,2023-03-25 00:47:43,2023-03-25 01:07:16,Zaporoska / Grabiszyńska,Krzycka / Aleja Karkonoska (Park Południowy),20,51.102117,17.013683,51.074992,17.007058,3.05314623986395
173800496,602864,2023-03-25 00:47:35,2023-03-25 01:07:36,Zaporoska / Grabiszyńska,Krzycka / Aleja Karkonoska (Park Południowy),21,51.102117,17.013683,51.074992,17.007058,3.05314623986395
