uid,bike_number,start_time,end_time,rental_place,return_place,duration,lat_start,lon_start,lat_end,lon_end,distance
173884291,602152,2023-03-26 00:10:10,2023-03-26 00:17:59,Ślężna / Aleja Wiśniowa,Ślężna / Aleja Wiśniowa,8,51.084239,17.02439,51.084239,17.02439,0.0
173884174,604364,2023-03-26 00:06:46,2023-03-26 00:18:23,Plac Grunwaldzki / Polaka,Rakowiecka,12,51.110415,17.055591,51.09761,17.06855,1.6891448134723193
173884334,602738,2023-03-26 00:11:13,2023-03-26 00:18:26,Hubska / Prudnicka,Kościuszki / Komuny Paryskiej / Zgodna,8,51.089572,17.045321,51.098959,17.051519,1.1309748715735244
173884313,602995,2023-03-26 00:10:47,2023-03-26 00:19:21,Ślężna / Aleja Wiśniowa,Świeradowska (Ferio Gaj),9,51.084239,17.02439,51.07692,17.041439,1.4458052590450012
173884171,603038,2023-03-26 00:06:44,2023-03-26 00:19:27,Rondo Reagana,Traugutta / Kościuszki,13,51.112154,17.060451,51.097147,17.056251,1.6952504890546232
173884454,602610,2023-03-26 00:14:39,2023-03-26 00:21:08,Krzywoustego - Rynek Psie Pole,Gorlicka / Litewska,7,51.147339,17.11452,51.141797,17.123711,0.8909647703018233
173884412,603627,2023-03-26 00:13:29,2023-03-26 00:21:20,Sienkiewicza / Wyszyńskiego,Walońska (Angel Poland Group),8,51.116822,17.051845,51.103781,17.051548,1.4509653962524325
173884431,602884,2023-03-26 00:13:58,2023-03-26 00:21:25,Krzywoustego - Rynek Psie Pole,Gorlicka / Litewska,8,51.147339,17.11452,51.141797,17.123711,0.8909647703018233
173884261,603375,2023-03-26 00:09:11,2023-03-26 00:21:56,Klecińska (Wrocław Grabiszyn),Strzegomska / Rogowska,13,51.09724,16.97512,51.11059,16.95514,2.0406256331720747
173884676,602975,2023-03-26 00:21:21,2023-03-26 00:22:04,Hubska / Prudnicka,Hubska / Prudnicka,1,51.089572,17.045321,51.089572,17.045321,0.0
173884411,603405,2023-03-26 00:13:28,2023-03-26 00:22:46,Sienkiewicza / Wyszyńskiego,Promenady Wrocławskie,10,51.116822,17.051845,51.128876,17.044998,1.4241207916535272
173884415,603163,2023-03-26 00:13:33,2023-03-26 00:22:46,Sienkiewicza / Wyszyńskiego,Promenady Wrocławskie,10,51.116822,17.051845,51.128876,17.044998,1.4241207916535272
173884614,602622,2023-03-26 00:19:26,2023-03-26 00:24:18,Kraszewskiego / Trzebnicka,Poza stacją,5,51.12843,17.0363,,,
173884526,602638,2023-03-26 00:16:57,2023-03-26 00:24:40,Walońska (Angel Poland Group),Nowowiejska / Górnickiego,8,51.103781,17.051548,51.119311,17.056784,1.7661997904378344
173884218,602403,2023-03-26 00:08:01,2023-03-26 00:24:56,Grochowa / Jemiołowa,al. Armii Krajowej / Borowska,17,51.095597,17.008045,51.08361,17.03523,2.3250895282139377
173884713,602817,2023-03-26 00:22:29,2023-03-26 00:25:41,Hubska / Prudnicka,Nyska / Jesionowa,4,51.089572,17.045321,51.08729,17.05115,0.48087941226721737
173884556,602705,2023-03-26 00:17:49,2023-03-26 00:26:22,Przyjaźni / Karkonoska,Zwycięska / Ołtaszyńska,9,51.06841,17.00399,51.059458,17.006542,1.0118460261501747
173884548,602656,2023-03-26 00:17:35,2023-03-26 00:26:32,Przyjaźni / Karkonoska,Zwycięska / Ołtaszyńska,9,51.06841,17.00399,51.059458,17.006542,1.0118460261501747
173884401,602205,2023-03-26 00:13:15,2023-03-26 00:26:48,Tarnogajska / Klimasa,Kamienna / Borowska (Aquapark),14,51.08015,17.06228,51.088908,17.034051,2.204954817881978
173884338,602691,2023-03-26 00:11:17,2023-03-26 00:27:48,Piławska,Piławska,17,51.07236,17.04294,51.07236,17.04294,0.0
173884684,603216,2023-03-26 00:21:32,2023-03-26 00:28:01,Powstańców Śląskich/Orla,Powstańców Śląskich/Orla,7,51.08,17.00773,51.08,17.00773,0.0
173884707,602663,2023-03-26 00:22:17,2023-03-26 00:28:13,Promenady Wrocławskie,Nowowiejska / Wyszyńskiego,6,51.128876,17.044998,51.122424,17.052013,0.8697161670086663
173884552,604319,2023-03-26 00:17:43,2023-03-26 00:28:15,Kazimierza Wielkiego (Helios),Poniatowskiego / Oleśnicka,11,51.110342,17.02601,51.121308,17.043077,1.7077899033156516
173884965,602762,2023-03-26 00:27:51,2023-03-26 00:28:17,pl. Orląt Lwowskich,pl. Orląt Lwowskich,1,51.10823,17.02138,51.10823,17.02138,0.0
173883264,602182,2023-03-25 23:42:18,2023-03-26 00:28:53,Powstańców Śląskich (Arkady Wrocławskie),Pilczycka / Kozanowska,47,51.099713,17.027905,51.13699,16.966199,5.988806939349485
173884739,602317,2023-03-26 00:22:59,2023-03-26 00:30:08,Promenady Wrocławskie,Nowowiejska / Górnickiego,8,51.128876,17.044998,51.119311,17.056784,1.3465485313848424
173884601,602880,2023-03-26 00:19:10,2023-03-26 00:30:27,Legnicka (Park Magnolia),Kazimierza Wielkiego (Helios),12,51.121059,16.993088,51.110342,17.02601,2.595360950078131
173884587,603453,2023-03-26 00:18:42,2023-03-26 00:30:54,Obornicka / Bałtycka,Kamieńskiego,13,51.136786,17.030368,51.15472,17.04376,2.2043046558616477
173885057,602475,2023-03-26 00:29:49,2023-03-26 00:32:13,Plac Dominikański (Galeria Dominikańska),Szewska / Kazimierza Wielkiego,3,51.108004,17.039528,51.107471,17.033335,0.4377612031778115
173884760,602173,2023-03-26 00:23:34,2023-03-26 00:32:27,Plac Dominikański (Galeria Dominikańska),Poza stacją,9,51.108004,17.039528,,,
173884035,602824,2023-03-26 00:02:25,2023-03-26 00:32:42,Popowicka / Niedźwiedzia,Lotnicza / Bajana,31,51.1253,16.997218,51.13004,16.96605,2.244729867329629
173885027,602691,2023-03-26 00:29:06,2023-03-26 00:32:48,Piławska,Świeradowska (Ferio Gaj),4,51.07236,17.04294,51.07692,17.041439,0.5180911671813371
173884939,602035,2023-03-26 00:27:10,2023-03-26 00:33:10,Powstańców Śląskich (Arkady Wrocławskie),Plac Legionów,6,51.099713,17.027905,51.104413,17.022536,0.6440678745574143
173884578,603166,2023-03-26 00:18:26,2023-03-26 00:33:16,Kamieńskiego,pl. Powstańców Wielkopolskich,15,51.15472,17.04376,51.12469,17.03488,3.398179692561961
173884626,603276,2023-03-26 00:19:40,2023-03-26 00:34:23,Świeradowska (Ferio Gaj),Mościckiego (stacja kolejowa),15,51.07692,17.041439,51.063834,17.083366,3.27955557728859
173884816,604579,2023-03-26 00:24:48,2023-03-26 00:35:11,Kamienna / Borowska (Aquapark),Piławska,11,51.088908,17.034051,51.07236,17.04294,1.9434895946142663
173885034,603052,2023-03-26 00:29:21,2023-03-26 00:36:53,Rynek,Zaporoska / Grabiszyńska,8,51.109782,17.030175,51.102117,17.013683,1.4357303415398943
173883321,602048,2023-03-25 23:43:45,2023-03-26 00:38:01,"Dworzec Główny, południe",Młodych Techników,55,51.097108,17.03611,51.118899,17.013477,2.896469735655856
173884997,602219,2023-03-26 00:28:33,2023-03-26 00:38:28,pl. Orląt Lwowskich,Śrubowa / Strzegomska,10,51.10823,17.02138,51.112911,17.00136,1.4956066384986395
173884883,603114,2023-03-26 00:26:04,2023-03-26 00:38:39,Plac Grunwaldzki (DS Ołówek),Rakowiecka,13,51.113912,17.067207,51.09761,17.06855,1.8160399719471612
173884949,602987,2023-03-26 00:27:24,2023-03-26 00:38:46,pl. Orląt Lwowskich,Śrubowa / Strzegomska,12,51.10823,17.02138,51.112911,17.00136,1.4956066384986395
173885307,602217,2023-03-26 00:37:33,2023-03-26 00:39:52,Pilczycka / Kozanowska,Pilczycka / Kozanowska,3,51.13699,16.966199,51.13699,16.966199,0.0
173885405,602619,2023-03-26 00:40:17,2023-03-26 00:41:12,pl. Powstańców Wielkopolskich,pl. Powstańców Wielkopolskich,1,51.12469,17.03488,51.12469,17.03488,0.0
173884941,602146,2023-03-26 00:27:12,2023-03-26 00:41:32,Rakowiecka,Olszewskiego / Spółdzielcza,15,51.09761,17.06855,51.10209,17.10168,2.3735706546066573
173884728,602498,2023-03-26 00:22:42,2023-03-26 00:43:14,Bezpieczna / Obornicka,Plac Uniwersytecki (UWr),21,51.14156,17.02587,51.113871,17.034484,3.1388898480591223
173885180,604348,2023-03-26 00:33:53,2023-03-26 00:43:22,Kraszewskiego / Trzebnicka,Bezpieczna/Jugosławiańska,10,51.12843,17.0363,51.13894,17.02028,1.6200378166694083
173884818,602015,2023-03-26 00:24:49,2023-03-26 00:43:41,Śrubowa / Strzegomska,Plac Powstańców Śląskich,19,51.112911,17.00136,51.091457,17.017405,2.638117672090183
173885350,602391,2023-03-26 00:38:54,2023-03-26 00:46:30,Powstańców Śląskich (Arkady Wrocławskie),Zaporoska / Grabiszyńska,8,51.099713,17.027905,51.102117,17.013683,1.0314601100689988
173885231,602355,2023-03-26 00:35:33,2023-03-26 00:46:48,Legnicka / Młodych Techników,Legnicka / Wejherowska,12,51.113141,17.012175,51.125276,16.984447,2.364697460713171
173885281,602568,2023-03-26 00:37:01,2023-03-26 00:48:34,pl. Orląt Lwowskich,Poza stacją,12,51.10823,17.02138,,,
173885692,604369,2023-03-26 00:47:23,2023-03-26 00:50:24,Kamienna / Borowska (Aquapark),al. Armii Krajowej / Borowska,4,51.088908,17.034051,51.08361,17.03523,0.5951631618124849
173885808,602423,2023-03-26 00:50:40,2023-03-26 00:50:57,Kraszewskiego / Trzebnicka,Kraszewskiego / Trzebnicka,1,51.12843,17.0363,51.12843,17.0363,0.0
173885694,602399,2023-03-26 00:47:24,2023-03-26 00:52:04,Graniczna / Strzegomska,Tyrmanda / Mińska,5,51.10702,16.94971,51.103216,16.9461,0.4929739306740824
173885689,603628,2023-03-26 00:47:13,2023-03-26 00:52:09,Graniczna / Strzegomska,Tyrmanda / Mińska,5,51.10702,16.94971,51.103216,16.9461,0.4929739306740824
173885457,603166,2023-03-26 00:41:38,2023-03-26 00:53:04,pl. Powstańców Wielkopolskich,Kazimierza Wielkiego (Helios),12,51.12469,17.03488,51.110342,17.02601,1.712794733485142
173885682,602326,2023-03-26 00:47:01,2023-03-26 00:53:13,Graniczna / Strzegomska,Mińska / Stanisławowska,7,51.10702,16.94971,51.099401,16.941016,1.0436784253934177
173885357,602220,2023-03-26 00:39:08,2023-03-26 00:53:15,Rakowiecka,al. Armii Krajowej / Tarnogajska,15,51.09761,17.06855,51.083551,17.060519,1.6621916873304188
173885401,602274,2023-03-26 00:40:12,2023-03-26 00:54:14,Żeromskiego / Kluczborska,Sołtysowicka / Redycka,15,51.122313,17.047515,51.14905,17.07565,3.567305129009891
173885284,602745,2023-03-26 00:37:06,2023-03-26 00:54:59,Nowowiejska / Wyszyńskiego,Komandorska / Sanocka,18,51.122424,17.052013,51.094653,17.026775,3.5593984494605118
173885348,602714,2023-03-26 00:38:53,2023-03-26 00:55:42,Pereca / Grabiszyńska,Plac Dominikański (Galeria Dominikańska),17,51.100862,17.008224,51.108004,17.039528,2.3320597748118788
173885413,602182,2023-03-26 00:40:24,2023-03-26 00:55:48,Pilczycka / Kozanowska,Maślicka / Brodnicka,16,51.13699,16.966199,51.153259,16.939513,2.6006243567290754
173885545,603250,2023-03-26 00:43:31,2023-03-26 01:00:00,Rynek,Jedności Narodowej / Wyszyńskiego,17,51.109782,17.030175,51.12814,17.05477,2.6714692465835967
173885701,603290,2023-03-26 00:47:37,2023-03-26 01:00:02,Komandorska / Kamienna,Świeradowska (Ferio Gaj),13,51.09009,17.0235,51.07692,17.041439,1.9304873718438647
173885779,602642,2023-03-26 00:49:49,2023-03-26 01:00:05,Poniatowskiego / Oleśnicka,Plac Grunwaldzki (DS Ołówek),11,51.121308,17.043077,51.113912,17.067207,1.8792841262827176
173885944,602291,2023-03-26 00:55:00,2023-03-26 01:00:52,Bardzka / Piękna,Tarnogajska / Klimasa,6,51.085034,17.04932,51.08015,17.06228,1.0582777516781003
173885895,603421,2023-03-26 00:53:31,2023-03-26 01:01:47,Powstańców Śląskich (Arkady Wrocławskie),Zaporoska / Wielka / Krucza,9,51.099713,17.027905,51.09431,17.01479,1.097885011706592
173885886,602093,2023-03-26 00:53:18,2023-03-26 01:01:49,Powstańców Śląskich (Arkady Wrocławskie),Zaporoska / Wielka / Krucza,9,51.099713,17.027905,51.09431,17.01479,1.097885011706592
173886019,602714,2023-03-26 00:56:38,2023-03-26 01:02:48,Plac Dominikański (Galeria Dominikańska),Wyszyńskiego / Szczytnicka,7,51.108004,17.039528,51.113562,17.050674,0.9957928377565771
173847342,602329,2023-03-25 15:36:59,2023-03-26 01:03:04,Wita Stwosza / Szewska,Poza stacją,567,51.110274,17.034912,,,
173885900,602220,2023-03-26 00:53:45,2023-03-26 01:03:08,al. Armii Krajowej / Tarnogajska,Świeradowska (Ferio Gaj),10,51.083551,17.060519,51.07692,17.041439,1.5270651345194401
173885722,602173,2023-03-26 00:48:08,2023-03-26 01:03:35,Poza stacją,Szewska / Kazimierza Wielkiego,16,,,51.107471,17.033335,
173886224,602231,2023-03-26 01:02:12,2023-03-26 01:04:18,Nowowiejska / Górnickiego,Nowowiejska / Górnickiego,3,51.119311,17.056784,51.119311,17.056784,0.0
173886151,602046,2023-03-26 00:59:59,2023-03-26 01:06:53,Partyzantów / Okrzei,Bacciarellego,7,51.109457,17.097924,51.105578,17.111316,1.0324279594336605
173886138,603392,2023-03-26 00:59:41,2023-03-26 01:06:54,Partyzantów / Okrzei,Bacciarellego,8,51.109457,17.097924,51.105578,17.111316,1.0324279594336605
173885872,602475,2023-03-26 00:53:01,2023-03-26 01:07:15,Szewska / Kazimierza Wielkiego,Kościuszki / Komuny Paryskiej / Zgodna,15,51.107471,17.033335,51.098959,17.051519,1.5871033871340012
173886201,602611,2023-03-26 01:01:40,2023-03-26 01:09:15,Poniatowskiego / Oleśnicka,Nowowiejska / Górnickiego,8,51.121308,17.043077,51.119311,17.056784,0.9850887388394781
173885836,602423,2023-03-26 00:51:36,2023-03-26 01:10:21,Kraszewskiego / Trzebnicka,Plac Grunwaldzki / Polaka,19,51.12843,17.0363,51.110415,17.055591,2.4168439417771275
173886336,604391,2023-03-26 01:06:23,2023-03-26 01:11:38,Dworzec Główny,Kościuszki / Pułaskiego,6,51.09975,17.036228,51.1004,17.045083,0.6244633252131929
173886288,602078,2023-03-26 01:04:59,2023-03-26 01:14:09,Nowowiejska / Górnickiego,al. Kochanowskiego / Śniadeckich,10,51.119311,17.056784,51.120068,17.077684,1.4657749403353288
173886208,603166,2023-03-26 01:01:49,2023-03-26 01:15:12,Kazimierza Wielkiego (Helios),Rondo Reagana,14,51.110342,17.02601,51.112154,17.060451,2.4203016863472575
173886213,603684,2023-03-26 01:01:54,2023-03-26 01:16:32,Wróblewskiego (Teki),Rondo Reagana,15,51.10411,17.084711,51.112154,17.060451,1.9203018666062823
173886598,602066,2023-03-26 01:14:10,2023-03-26 01:17:43,Kamienna / Borowska (Aquapark),Ślężna / Kamienna (Uniw. Ekonomiczny),4,51.088908,17.034051,51.089842,17.028225,0.42120320272684514
173885856,603107,2023-03-26 00:52:36,2023-03-26 01:17:45,Reymonta / Kleczkowska,Hubska / Prudnicka,26,51.12695,17.02804,51.089572,17.045321,4.330856644451504
173886731,603166,2023-03-26 01:17:17,2023-03-26 01:23:18,Rondo Reagana,Nowowiejska / Wyszyńskiego,7,51.112154,17.060451,51.122424,17.052013,1.286269122681105
173886733,602663,2023-03-26 01:17:20,2023-03-26 01:23:22,Nowowiejska / Wyszyńskiego,Sienkiewicza / Piastowska,7,51.122424,17.052013,51.115564,17.060704,0.9760870803753137
173886354,603073,2023-03-26 01:06:49,2023-03-26 01:23:34,Buforowa - Vivaldiego,al. Armii Krajowej / Bardzka,17,51.051546,17.059094,51.08283,17.04824,3.562521616399286
173886691,603068,2023-03-26 01:16:23,2023-03-26 01:24:08,pl. Orląt Lwowskich,Śrubowa / Strzegomska,8,51.10823,17.02138,51.112911,17.00136,1.4956066384986395
173886449,602686,2023-03-26 01:09:52,2023-03-26 01:24:23,Wróblewskiego (ZOO),Piaskowa / św. Ducha,15,51.10592,17.075857,51.11289,17.03971,2.647560281069841
173886714,602573,2023-03-26 01:16:55,2023-03-26 01:24:23,Legnicka / Młodych Techników,Legnicka (Park Magnolia),8,51.113141,17.012175,51.121059,16.993088,1.6006722192275387
173886456,603192,2023-03-26 01:10:00,2023-03-26 01:25:12,Wróblewskiego (ZOO),Piaskowa / św. Ducha,16,51.10592,17.075857,51.11289,17.03971,2.647560281069841
173887047,602912,2023-03-26 01:25:48,2023-03-26 01:26:21,Dyrekcyjna / Borowska (Wroclavia),Dyrekcyjna / Borowska (Wroclavia),1,51.095322,17.033388,51.095322,17.033388,0.0
173886790,602975,2023-03-26 01:18:33,2023-03-26 01:26:28,Hubska / Prudnicka,Walońska (Angel Poland Group),8,51.089572,17.045321,51.103781,17.051548,1.639835685397471
173886395,603428,2023-03-26 01:08:16,2023-03-26 01:27:53,Jagodzińska / Buforowa,"Dworzec Główny, południe",20,51.058564,17.056696,51.097108,17.03611,4.524194446115794
173886835,603677,2023-03-26 01:19:22,2023-03-26 01:32:57,Komandorska / Kamienna,Poza stacją,14,51.09009,17.0235,,,
173887169,602042,2023-03-26 01:29:10,2023-03-26 01:33:40,Komandorska / Sanocka,Plac Powstańców Śląskich,5,51.094653,17.026775,51.091457,17.017405,0.7465435607059939
173886848,602199,2023-03-26 01:19:42,2023-03-26 01:34:45,Grabiszyńska / Aleja Hallera,Na Ostatnim Groszu,16,51.094413,16.980911,51.122636,16.975708,3.1608920855388316
173886900,602594,2023-03-26 01:21:16,2023-03-26 01:35:11,Drobnera / Dubois,Plac Strzegomski / Poznańska,14,51.117032,17.033499,51.113703,17.006287,1.9411357939660443
173886884,603169,2023-03-26 01:20:50,2023-03-26 01:35:13,Drobnera / Dubois,Plac Strzegomski / Poznańska,15,51.117032,17.033499,51.113703,17.006287,1.9411357939660443
173886953,603141,2023-03-26 01:23:06,2023-03-26 01:38:23,Żeromskiego / Daszyńskiego,Kazimierza Wielkiego (Helios),16,51.12566,17.050463,51.110342,17.02601,2.4157110042892316
173887025,602196,2023-03-26 01:25:20,2023-03-26 01:39:08,Drobnera / Dubois,Drobnera / Dubois,14,51.117032,17.033499,51.117032,17.033499,0.0
173887033,602622,2023-03-26 01:25:29,2023-03-26 01:39:16,Poza stacją,Poza stacją,14,,,,,
173887133,603528,2023-03-26 01:28:21,2023-03-26 01:39:33,Strzegomska / Estońska,Mińska / Stanisławowska,12,51.111874,16.960692,51.099401,16.941016,1.9556538681404194
173886855,602762,2023-03-26 01:19:56,2023-03-26 01:40:33,pl. Orląt Lwowskich,Promenady Wrocławskie,21,51.10823,17.02138,51.128876,17.044998,2.8302607830174153
173887402,602056,2023-03-26 01:35:36,2023-03-26 01:41:02,Sienkiewicza / Wyszyńskiego,Jedności Narodowej / Wyszyńskiego,6,51.116822,17.051845,51.12814,17.05477,1.275679246895353
173887189,603600,2023-03-26 01:29:44,2023-03-26 01:42:56,Kutrzeby / Hubala,Poza stacją,14,51.05672,17.02211,,,
173887104,603073,2023-03-26 01:27:40,2023-03-26 01:44:54,al. Armii Krajowej / Bardzka,Dworzec Główny,18,51.08283,17.04824,51.09975,17.036228,2.0619078986210244
173887336,602772,2023-03-26 01:33:19,2023-03-26 01:45:08,pl. Powstańców Wielkopolskich,Nowowiejska / Górnickiego,12,51.12469,17.03488,51.119311,17.056784,1.6461932883761474
173887773,603600,2023-03-26 01:47:06,2023-03-26 01:48:30,Poza stacją,Poza stacją,2,,,,,
173887814,602912,2023-03-26 01:48:26,2023-03-26 01:49:16,Kopycińskiego/Drabika,Kopycińskiego/Drabika,1,51.058262,17.052487,51.058262,17.052487,0.0
173887580,603684,2023-03-26 01:40:55,2023-03-26 01:53:07,Rondo Reagana,al. Brücknera / Kwidzyńska,13,51.112154,17.060451,51.13198,17.07945,2.575713414567391
173887830,602205,2023-03-26 01:49:15,2023-03-26 01:54:26,Kamienna / Borowska (Aquapark),Poza stacją,6,51.088908,17.034051,,,
173887762,602285,2023-03-26 01:46:54,2023-03-26 01:55:18,Wrocław Osobowice,Księgarska / Dekarska / Zduńska,9,51.166775,16.997604,51.17759,17.01588,1.7553906522228555
173887810,603147,2023-03-26 01:48:21,2023-03-26 01:58:08,Drobnera / Plac Bema,Poza stacją,10,51.117557,17.040967,,,
173887877,603154,2023-03-26 01:50:58,2023-03-26 01:58:56,Plac Kościuszki (Renoma),Plac Powstańców Śląskich,8,51.103354,17.030704,51.091457,17.017405,1.6185332218642137
173887603,603335,2023-03-26 01:41:57,2023-03-26 01:59:40,Zachodnia / Poznańska,Szewska / Kazimierza Wielkiego,18,51.117668,17.007137,51.107471,17.033335,2.156991615317829
173888003,602714,2023-03-26 01:54:42,2023-03-26 03:00:50,Wyszyńskiego / Szczytnicka,Nowowiejska / Wyszyńskiego,7,51.113562,17.050674,51.122424,17.052013,0.9903501599443427
173888226,603157,2023-03-26 03:02:00,2023-03-26 03:02:40,Plac Jana Pawła II (Akademia Muzyczna),Plac Jana Pawła II (Akademia Muzyczna),1,51.111489,17.020981,51.111489,17.020981,0.0
173887827,603600,2023-03-26 01:49:10,2023-03-26 03:08:02,Poza stacją,Kutrzeby / Hubala,19,,,51.05672,17.02211,
173888359,603335,2023-03-26 03:06:03,2023-03-26 03:08:25,Szewska / Kazimierza Wielkiego,Plac Uniwersytecki (UWr),3,51.107471,17.033335,51.113871,17.034484,0.7165348803923669
173887949,603426,2023-03-26 01:52:59,2023-03-26 03:08:34,Sienkiewicza / Wyszyńskiego,Gliniana / Gajowa,16,51.116822,17.051845,51.09152,17.04033,2.9281173541880543
173888294,603000,2023-03-26 03:03:52,2023-03-26 03:09:49,Legnicka / Młodych Techników,Legnicka / Zachodnia,6,51.113141,17.012175,51.117155,17.000368,0.9396623235590239
173888027,603095,2023-03-26 01:55:23,2023-03-26 03:10:00,Jagodzińska / Buforowa,Nyska / Jesionowa,15,51.058564,17.056696,51.08729,17.05115,3.219310793264771
173888028,603684,2023-03-26 01:55:23,2023-03-26 03:10:41,al. Brücknera / Kwidzyńska,Poleska / Litewska,16,51.13198,17.07945,51.142323,17.127246,3.537633011387475
173888104,603322,2023-03-26 01:57:45,2023-03-26 03:14:16,Kościuszki / Pułaskiego,pl. Powstańców Wielkopolskich,17,51.1004,17.045083,51.12469,17.03488,2.7951349031460815
173888430,602040,2023-03-26 03:08:04,2023-03-26 03:14:47,Wita Stwosza / Szewska,Joliot-Curie (Uwr),7,51.110274,17.034912,51.110662,17.052712,1.2472963648713904
173888246,603147,2023-03-26 03:02:35,2023-03-26 03:15:54,Poza stacją,Poza stacją,14,,,,,
173888380,602035,2023-03-26 03:06:36,2023-03-26 03:17:10,Plac Legionów,Grabiszyńska / Magazynierska (Corte Verona),11,51.104413,17.022536,51.096659,16.988566,2.53099940292018
173888306,602634,2023-03-26 03:04:16,2023-03-26 03:17:16,Walońska (Angel Poland Group),Jedności Narodowej / Wyszyńskiego,13,51.103781,17.051548,51.12814,17.05477,2.719326138576714
173888114,602416,2023-03-26 01:58:05,2023-03-26 03:17:44,Kościuszki / Pułaskiego,Promenady Wrocławskie,20,51.1004,17.045083,51.128876,17.044998,3.1679740085285286
173888218,602738,2023-03-26 03:01:53,2023-03-26 03:20:26,Kościuszki / Komuny Paryskiej / Zgodna,Żeromskiego / Daszyńskiego,19,51.098959,17.051519,51.12566,17.050463,2.9714179755895294
173887747,602661,2023-03-26 01:46:26,2023-03-26 03:20:31,Poza stacją,"Wrocław Leśnica, stacja kolejowa",35,,,51.14323,16.86627,
173888656,602196,2023-03-26 03:15:42,2023-03-26 03:21:34,Drobnera / Dubois,Kraszewskiego / Trzebnicka,6,51.117032,17.033499,51.12843,17.0363,1.2831090424370952
