UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
239617846,652053,2024-07-13 15:21:31,2024-07-20 16:07:02,Plac Uniwersytecki (UWr),Poza stacją,10126
240060240,602450,2024-07-15 20:59:00,2024-07-20 23:38:04,Krzywoustego / Korona,Poza stacją,7359
240335728,603166,2024-07-17 12:36:26,2024-07-20 13:57:33,Dworzec Główny ,Dworzec Główny ,4401
240730794,603183,2024-07-19 09:51:57,2024-07-20 23:25:51,Drobnera / Dubois,Poza stacją,2254
240816945,602084,2024-07-19 17:31:26,2024-07-20 13:32:32,Szczęśliwa (Sky Tower),Traugutta / Pułaskiego,1201
240840071,604200,2024-07-19 19:00:54,2024-07-20 12:01:54,Kościuszki / Komuny Paryskiej / Zgodna,Grabiszyńska / Aleja Hallera,1021
240850093,602777,2024-07-19 19:39:12,2024-07-20 08:32:46,Szewska / Kazimierza Wielkiego ,Przyjaźni,774
240857269,602362,2024-07-19 20:06:24,2024-07-20 12:41:02,Plac Powstańców Warszawy (Muzeum Narodowe),Poza stacją,995
240861923,652061,2024-07-19 20:24:54,2024-07-20 08:24:08,Dworzec Główny ,Kościuszki / Pułaskiego,719
240879926,602094,2024-07-19 21:50:41,2024-07-20 00:12:02,Nyska / Jesionowa,Nyska / Jesionowa,141
240883581,602759,2024-07-19 22:09:32,2024-07-20 00:22:28,Jagiełły / Dmowskiego ,Rondo Reagana,133
240886123,603011,2024-07-19 22:23:20,2024-07-20 01:47:24,Skarbowców / Wietrzna,Skarbowców / Wietrzna,204
240886181,603480,2024-07-19 22:23:35,2024-07-20 01:47:11,Skarbowców / Wietrzna,Skarbowców / Wietrzna,204
240887963,652116,2024-07-19 22:33:57,2024-07-20 00:09:12,Plac Uniwersytecki (UWr),Wałbrzyska - pętla tramwajowa,95
240888345,603771,2024-07-19 22:36:17,2024-07-20 00:08:50,Plac Uniwersytecki (UWr),Wałbrzyska - pętla tramwajowa,93
240888629,604051,2024-07-19 22:38:04,2024-07-20 09:19:09,"Wrocław Stadion, stacja kolejowa",Wałbrzyska - pętla tramwajowa,641
240888696,603756,2024-07-19 22:38:28,2024-07-20 02:13:37,Dyrekcyjna / Borowska (Wroclavia),Ślężna / Kamienna (Uniw. Ekonomiczny),215
240890386,602223,2024-07-19 22:48:28,2024-07-20 00:57:40,Drzewieckiego / Dedala,Drzewieckiego / Dedala,129
240890410,604201,2024-07-19 22:48:40,2024-07-20 09:11:27,Plac Dominikański (Galeria Dominikańska),Poza stacją,623
240890439,603926,2024-07-19 22:48:52,2024-07-20 00:57:32,Drzewieckiego / Dedala,Drzewieckiego / Dedala,129
240892221,602368,2024-07-19 23:00:13,2024-07-20 12:13:22,24. Międzynarodowy Festiwal Filmowy mBank Nowe Horyzonty - 1,Sienkiewicza / Piastowska,793
240893285,603960,2024-07-19 23:06:55,2024-07-20 00:00:51,Plac Dominikański (Galeria Dominikańska),Plac Dominikański (Galeria Dominikańska),54
240893301,602241,2024-07-19 23:07:03,2024-07-20 00:00:49,Plac Dominikański (Galeria Dominikańska),Plac Dominikański (Galeria Dominikańska),54
240893685,603153,2024-07-19 23:09:45,2024-07-20 00:38:12,Krakowska / Leroy Merlin,Krakowska / Leroy Merlin,88
240893707,603485,2024-07-19 23:09:54,2024-07-20 00:38:18,Krakowska / Leroy Merlin,Krakowska / Leroy Merlin,88
240895341,604530,2024-07-19 23:19:59,2024-07-20 00:39:21,Łukasiewicza / Smoluchowskiego (PWr),Traugutta / Pułaskiego,79
240896377,652060,2024-07-19 23:26:35,2024-07-20 00:01:50,Rynek,Grabiszyńska / Magazynierska (Corte Verona),35
240896459,602857,2024-07-19 23:27:05,2024-07-20 00:01:27,Rynek,Grabiszyńska / Magazynierska (Corte Verona),34
240896899,604649,2024-07-19 23:30:22,2024-07-20 00:07:24,Grochowa / Jemiołowa,Nowowiejska / Górnickiego,37
240896983,602075,2024-07-19 23:30:56,2024-07-20 00:06:59,Grochowa / Jemiołowa,Nowowiejska / Górnickiego,36
240896996,602880,2024-07-19 23:31:02,2024-07-20 00:07:12,Grochowa / Jemiołowa,Nowowiejska / Górnickiego,36
240897129,604270,2024-07-19 23:32:09,2024-07-20 00:01:02,Piaskowa / św. Ducha,Borowska (Uniw. Szpital Kliniczny),29
240897222,602780,2024-07-19 23:32:43,2024-07-20 00:00:36,Poza stacją,Marca Polo (Olimpia Port),28
240897261,602137,2024-07-19 23:32:59,2024-07-20 00:00:23,Piaskowa / św. Ducha,Borowska (Uniw. Szpital Kliniczny),27
240897545,603235,2024-07-19 23:35:11,2024-07-20 00:00:36,Poza stacją,Marca Polo (Olimpia Port),25
240897602,602676,2024-07-19 23:35:43,2024-07-20 00:16:30,Plac Grunwaldzki / Polaka,Poza stacją,41
240897845,603978,2024-07-19 23:37:29,2024-07-20 00:10:35,24. Międzynarodowy Festiwal Filmowy mBank Nowe Horyzonty - 1,Berenta / Kasprowicza,33
240898156,602078,2024-07-19 23:39:33,2024-07-20 00:36:54,Maślicka / Stodolna,Maślicka / Stodolna,57
240898218,603396,2024-07-19 23:39:56,2024-07-20 00:04:06,Szewska / Kazimierza Wielkiego ,Nyska / Jesionowa,24
240898316,603055,2024-07-19 23:40:37,2024-07-20 00:36:59,Maślicka / Stodolna,Maślicka / Stodolna,56
240898593,603031,2024-07-19 23:42:27,2024-07-20 00:04:43,Plac Powstańców Śląskich,Młodych Techników,22
240898660,602479,2024-07-19 23:43:01,2024-07-20 00:01:33,Plac Grunwaldzki (DS Ołówek),Kraszewskiego / Trzebnicka,19
240898666,602454,2024-07-19 23:43:05,2024-07-20 00:01:48,Plac Grunwaldzki (DS Ołówek),Kraszewskiego / Trzebnicka,19
240898803,602444,2024-07-19 23:44:07,2024-07-20 00:01:08,Ślężna / Aleja Wiśniowa,Rynek,17
240898854,602157,2024-07-19 23:44:34,2024-07-20 00:19:34,Komandorska / Sanocka,Przyjaźni / Karkonoska,35
240898882,602933,2024-07-19 23:44:46,2024-07-20 00:01:39,Bezpieczna / Obornicka,Osobowicka / Ostrowska,17
240899093,603545,2024-07-19 23:46:12,2024-07-20 00:00:20,Komandorska / Sanocka,Rynek,14
240899198,604023,2024-07-19 23:47:02,2024-07-20 00:03:25,Zaporoska / Grabiszyńska,Kościuszki / Komuny Paryskiej / Zgodna,16
240899246,602236,2024-07-19 23:47:24,2024-07-20 00:19:40,Komandorska / Sanocka,Przyjaźni / Karkonoska,32
240899321,604570,2024-07-19 23:47:54,2024-07-20 00:03:52,Zwycięska / Ołtaszyńska,Grota-Roweckiego/Iwaszkiewicza,16
240899365,602849,2024-07-19 23:48:12,2024-07-20 00:01:42,Rynek,Gnieźnieńska / Długa,14
240899403,603076,2024-07-19 23:48:28,2024-07-20 00:00:43,Traugutta / Pułaskiego,Piaskowa / św. Ducha,12
240899420,603566,2024-07-19 23:48:36,2024-07-20 00:00:37,Traugutta / Pułaskiego,Piaskowa / św. Ducha,12
240899495,602297,2024-07-19 23:49:09,2024-07-20 00:16:54,Rynek,Wita Stwosza / Szewska,28
240899530,603045,2024-07-19 23:49:27,2024-07-20 00:04:41,24. Międzynarodowy Festiwal Filmowy mBank Nowe Horyzonty - 1,Poza stacją,15
240899554,603697,2024-07-19 23:49:41,2024-07-20 00:01:23,Nowowiejska / Górnickiego,Poza stacją,12
240899607,603611,2024-07-19 23:50:04,2024-07-20 00:05:19,Świeradowska (Ferio Gaj ),Buforowa - Vivaldiego,15
240899616,603185,2024-07-19 23:50:07,2024-07-20 00:06:51,Powstańcow Śląskich / Aleja Hallera,Grota-Roweckiego / Parafialna,17
240899724,603782,2024-07-19 23:50:54,2024-07-20 00:08:05,Poza stacją,Legnicka (Park Magnolia),17
240899751,603946,2024-07-19 23:51:05,2024-07-20 00:09:59,Kołłątaja / Podwale,Poza stacją,19
240899837,603970,2024-07-19 23:51:42,2024-07-20 00:00:30,Kościuszki / Pułaskiego,Rondo Reagana,9
240899920,603493,2024-07-19 23:52:12,2024-07-20 00:02:26,Poza stacją,Sienkiewicza / Wyszyńskiego,10
240899945,602638,2024-07-19 23:52:25,2024-07-20 00:02:16,Poza stacją,Sienkiewicza / Wyszyńskiego,10
240900059,602894,2024-07-19 23:53:16,2024-07-20 00:05:14,Hubska / Prudnicka,Konduktorska,12
240900096,602837,2024-07-19 23:53:36,2024-07-20 00:06:42,Przyjaźni / Karkonoska,Zaporoska / Gajowicka,13
240900101,602867,2024-07-19 23:53:38,2024-07-20 00:04:00,Lotnicza / Bajana,Legnicka (Park Magnolia),10
240900121,602535,2024-07-19 23:53:46,2024-07-20 00:08:29,Plac Powstańców Warszawy (Muzeum Narodowe),Nyska / Jesionowa,15
240900169,603096,2024-07-19 23:54:07,2024-07-20 00:08:29,Plac Grunwaldzki / Polaka,Hubska / Prudnicka,14
240900283,602503,2024-07-19 23:54:50,2024-07-20 00:14:22,Traugutta / Pułaskiego,Grabiszyńska / Aleja Hallera,20
240900284,603947,2024-07-19 23:54:51,2024-07-20 00:04:12,Borowska (Uniw. Szpital Kliniczny),Grota-Roweckiego/Iwaszkiewicza,9
240900287,604131,2024-07-19 23:54:51,2024-07-20 00:00:52,Kozanowska / Pilczycka,Pilczycka / Koszykarska,6
240900364,604246,2024-07-19 23:55:26,2024-07-20 00:29:48,Kazimierza Wielkiego (Helios),Poza stacją,34
240900370,604558,2024-07-19 23:55:29,2024-07-20 00:16:08,Plac Jana Pawła II (Akademia Muzyczna),Lotnicza / Metalowców,21
240900491,603605,2024-07-19 23:56:21,2024-07-20 00:09:07,Krzywoustego - Rynek Psie Pole,Zatorska / Królewska - pętla MPK,13
240900497,603223,2024-07-19 23:56:26,2024-07-20 00:08:33,Borowska (Uniw. Szpital Kliniczny),Grota-Roweckiego/Iwaszkiewicza,12
240900509,602425,2024-07-19 23:56:32,2024-07-20 00:11:41,Legnicka / Zachodnia ,Rynek,15
240900514,602852,2024-07-19 23:56:34,2024-07-20 00:11:31,Legnicka / Zachodnia ,Rynek,15
240900541,603234,2024-07-19 23:56:42,2024-07-20 00:08:15,Krzywoustego - Rynek Psie Pole,Zatorska / Królewska - pętla MPK,12
240900571,602091,2024-07-19 23:56:53,2024-07-20 00:44:59,Borowska (Uniw. Szpital Kliniczny),al. Karkonoska / Jeździecka,48
240900590,603012,2024-07-19 23:57:06,2024-07-20 00:19:43,Plac Świętego Macieja / Trzebnicka,Hubska / Prudnicka,23
240900617,602677,2024-07-19 23:57:18,2024-07-20 00:05:17,pl. Orląt Lwowskich,Kołłątaja / Podwale,8
240900626,604181,2024-07-19 23:57:20,2024-07-20 00:10:26,Pilczycka (Stadion Miejski),Lotnicza / Na Ostatnim Groszu,13
240900658,603169,2024-07-19 23:57:35,2024-07-20 00:09:30,Wyszyńskiego / Szczytnicka,Kościuszki / Komuny Paryskiej / Zgodna,12
240900660,603323,2024-07-19 23:57:35,2024-07-20 00:11:03,Janiszewskiego (PWr),Wróblewskiego (Teki),13
240900673,602290,2024-07-19 23:57:43,2024-07-20 00:11:44,Poza stacją,Wałbrzyska - pętla tramwajowa,14
240900694,602682,2024-07-19 23:57:57,2024-07-20 00:04:34,Rynek,Rynek,7
240900695,604032,2024-07-19 23:57:58,2024-07-20 00:12:57,Rynek,Grabiszyńska / Stalowa,15
240900720,602695,2024-07-19 23:58:07,2024-07-20 00:12:56,Rynek,Grabiszyńska / Stalowa,15
240900724,603254,2024-07-19 23:58:09,2024-07-20 00:06:58,Drobnera / Dubois,Gnieźnieńska / Długa,9
240900733,604161,2024-07-19 23:58:12,2024-07-20 00:12:44,Szczęśliwa (Sky Tower),Przyjaźni / Karkonoska,15
240900763,603201,2024-07-19 23:58:21,2024-07-20 01:00:26,Poza stacją,Poza stacją,62
240900779,602249,2024-07-19 23:58:27,2024-07-20 00:14:36,Rynek,Plac Strzegomski / Poznańska,16
240900803,604198,2024-07-19 23:58:37,2024-07-20 00:20:12,Rynek,Pereca / Grabiszyńska,22
240900818,603678,2024-07-19 23:58:45,2024-07-20 00:22:45,Świdnicka / Piłsudskiego (Hotel Scandic),Na Ostatnim Groszu,24
240900829,603098,2024-07-19 23:58:49,2024-07-20 00:06:19,Legnicka / Wejherowska,Legnicka / Zachodnia ,8
240900833,602159,2024-07-19 23:58:50,2024-07-20 02:06:09,Na Ostatnim Groszu,Na Ostatnim Groszu,127
240900834,603036,2024-07-19 23:58:51,2024-07-20 00:29:11,Legnicka / Wejherowska,Grabiszyńska / Stalowa,30
240900862,603358,2024-07-19 23:59:01,2024-07-20 00:45:27,Borowska (Uniw. Szpital Kliniczny),al. Karkonoska / Jeździecka,46
240900893,603988,2024-07-19 23:59:15,2024-07-20 00:11:03,Rynek,Plac Legionów,12
240900901,603025,2024-07-19 23:59:18,2024-07-20 00:19:22,Zwycięska / Agrestowa,Powstańcow Śląskich / Aleja Hallera,20
240900905,602522,2024-07-19 23:59:19,2024-07-20 00:06:01,Szczęśliwa (Sky Tower),Krucza / Mielecka / Stalowa,7
240900920,602412,2024-07-19 23:59:23,2024-07-20 00:07:35,Kraszewskiego / Trzebnicka,Poza stacją,8
240900958,602472,2024-07-19 23:59:44,2024-07-20 00:11:27,Gliniana / Gajowa,Tarnogajska / Klimasa,12
240900977,604194,2024-07-19 23:59:53,2024-07-20 00:08:26,Legnicka / Zachodnia ,Na Ostatnim Groszu,9
240900999,604638,2024-07-20 00:00:05,2024-07-20 00:38:50,Jagiełły / Dmowskiego ,Graniczna / Strzegomska,39
240901007,604056,2024-07-20 00:00:12,2024-07-20 00:37:49,Jagiełły / Dmowskiego ,Poza stacją,38
240901081,602662,2024-07-20 00:00:36,2024-07-20 00:11:29,Kazimierza Wielkiego (Helios),Pereca / Grabiszyńska,11
240901100,602437,2024-07-20 00:00:52,2024-07-20 02:06:27,Na Ostatnim Groszu,Na Ostatnim Groszu,126
240901113,602508,2024-07-20 00:01:00,2024-07-20 02:05:39,Na Ostatnim Groszu,Poza stacją,125
240901135,602550,2024-07-20 00:01:12,2024-07-20 00:14:33,Piaskowa / św. Ducha,pl. Powstańców Wielkopolskich,13
240901187,602591,2024-07-20 00:01:33,2024-07-20 00:02:14,Piaskowa / św. Ducha,Piaskowa / św. Ducha,1
240901217,603221,2024-07-20 00:01:51,2024-07-20 00:07:14,Grabiszyńska / Stalowa,Zaporoska / Grabiszyńska,5
240901218,602510,2024-07-20 00:01:52,2024-07-20 00:08:57,Legnicka / Zachodnia ,Gnieźnieńska / Długa,7
240901239,602585,2024-07-20 00:02:03,2024-07-20 00:07:03,Grabiszyńska / Stalowa,Zaporoska / Grabiszyńska,5
240901256,602769,2024-07-20 00:02:11,2024-07-20 00:11:54,Świdnicka / Piłsudskiego (Hotel Scandic),Ślężna / Kamienna (Uniw. Ekonomiczny),10
240901267,602765,2024-07-20 00:02:17,2024-07-20 00:15:41,Stacyjna (Dworzec Mikołajów),Strzegomska / Rogowska ,13
240901279,603076,2024-07-20 00:02:23,2024-07-20 00:14:21,Piaskowa / św. Ducha,pl. Powstańców Wielkopolskich,12
240901296,602241,2024-07-20 00:02:30,2024-07-20 00:09:24,Plac Dominikański (Galeria Dominikańska),Drobnera / Plac Bema,7
240901303,603775,2024-07-20 00:02:33,2024-07-20 00:17:36,Poza stacją,Lubelska/Łukowska,15
240901317,603960,2024-07-20 00:02:44,2024-07-20 00:10:01,Plac Dominikański (Galeria Dominikańska),Drobnera / Plac Bema,7
240901325,602124,2024-07-20 00:02:46,2024-07-20 00:09:49,Ślężna / Aleja Wiśniowa,Kamienna / Tomaszowska,7
240901361,603948,2024-07-20 00:03:03,2024-07-20 00:03:44,Szczęśliwa (Sky Tower),Szczęśliwa (Sky Tower),1
240901425,603601,2024-07-20 00:03:37,2024-07-20 00:17:32,Grabiszyńska / Stalowa,Kościuszki / Pułaskiego,14
240901431,602400,2024-07-20 00:03:39,2024-07-20 00:28:33,Grabiszyńska / Stalowa,Drobnera / Plac Bema,25
240901454,604186,2024-07-20 00:03:52,2024-07-20 00:28:31,Grabiszyńska / Stalowa,Drobnera / Plac Bema,25
240901468,602993,2024-07-20 00:03:56,2024-07-20 00:11:28,Zaporoska / Wielka / Krucza,Zaporoska / Wielka / Krucza,8
240901489,603446,2024-07-20 00:04:05,2024-07-20 00:04:35,Szczęśliwa (Sky Tower),Szczęśliwa (Sky Tower),1
240901504,602934,2024-07-20 00:04:11,2024-07-20 00:20:47,Zaporoska / Wielka / Krucza,Zaporoska / Wielka / Krucza,17
240901587,602567,2024-07-20 00:04:51,2024-07-20 00:17:35,Szczęśliwa (Sky Tower),Kamienna / Tomaszowska,13
240901638,602809,2024-07-20 00:05:17,2024-07-20 00:31:29,Poza stacją,Opolska / Siemianowicka,26
240901642,602034,2024-07-20 00:05:19,2024-07-20 00:08:59,Piaskowa / św. Ducha,Piaskowa / św. Ducha,4
240901667,603023,2024-07-20 00:05:27,2024-07-20 00:43:29,Plac Dominikański (Galeria Dominikańska),Buforowa - Vivaldiego,38
240901682,602444,2024-07-20 00:05:35,2024-07-20 00:22:02,Rynek,Gliniana / Gajowa,16
240901683,602355,2024-07-20 00:05:36,2024-07-20 00:43:43,Plac Dominikański (Galeria Dominikańska),Buforowa - Vivaldiego,38
240901693,604209,2024-07-20 00:05:42,2024-07-20 00:22:58,Poza stacją,Bezpieczna / Obornicka,17
