UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
248095154,604081,2024-08-28 11:45:13,2024-08-31 00:49:15,Pereca / Grabiszyńska,Norwida / Wyspiańskiego (PWr),3664
248403023,57169,2024-08-29 19:09:24,2024-08-31 18:09:36,Poza stacją,Poza stacją,2820
248559146,603344,2024-08-30 16:22:25,2024-08-31 02:08:26,Nyska / Piękna,Nyska / Piękna,586
248568816,603949,2024-08-30 17:02:43,2024-08-31 08:08:15,Zaporoska / Grabiszyńska,Poza stacją,906
248610776,603884,2024-08-30 19:39:38,2024-08-31 00:10:09,Poza stacją,Poza stacją,271
248621134,602295,2024-08-30 20:19:59,2024-08-31 07:49:55,Kamienna / Borowska (Aquapark),Komandorska / Kamienna,690
248635679,604364,2024-08-30 21:29:16,2024-08-31 09:46:01,Wróblewskiego (ZOO),Poza stacją,737
248646420,604343,2024-08-30 22:31:09,2024-08-31 00:52:30,Piaskowa / św. Ducha,Poza stacją,141
248653794,603715,2024-08-30 23:20:50,2024-08-31 00:02:09,Jedności Narodowej / Wyszyńskiego,Wałbrzyska - pętla tramwajowa,41
248653917,602689,2024-08-30 23:21:44,2024-08-31 00:22:55,Poza stacją,Tyrmanda / Trawowa,61
248654010,602555,2024-08-30 23:22:23,2024-08-31 00:15:55,Poza stacją,Buforowa - Vivaldiego,54
248654781,602712,2024-08-30 23:28:09,2024-08-31 00:01:23,Plac Uniwersytecki (UWr),Pilczycka (Stadion Miejski),33
248655078,603689,2024-08-30 23:30:27,2024-08-31 00:28:15,Fosa Miejska ,Oporów (pętla tramwajowa),58
248655100,603137,2024-08-30 23:30:39,2024-08-31 00:28:28,Fosa Miejska ,Oporów (pętla tramwajowa),58
248655543,602089,2024-08-30 23:33:49,2024-08-31 00:17:51,Bacciarellego,Bacciarellego,44
248655588,603899,2024-08-30 23:34:08,2024-08-31 00:17:57,Bacciarellego,Bacciarellego,44
248655908,602137,2024-08-30 23:36:49,2024-08-31 00:05:15,Piaskowa / św. Ducha,Solskiego / al. Piastów,28
248655941,604066,2024-08-30 23:37:03,2024-08-31 00:06:21,Rynek,Tarnogajska / Klimasa,29
248656058,602144,2024-08-30 23:37:48,2024-08-31 00:08:30,Legnicka (Park Magnolia),Nowowiejska / Górnickiego,31
248656127,603719,2024-08-30 23:38:19,2024-08-31 00:14:35,Zatorska / Królewska - pętla MPK,Sienkiewicza / Wyszyńskiego,36
248656171,604029,2024-08-30 23:38:37,2024-08-31 00:05:19,Grabiszyńska / Aleja Hallera,Legnicka / Zachodnia ,27
