UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
258824827,604028,2024-11-02 11:03:40,2024-11-07 20:16:36,"Wrocław Stadion, stacja kolejowa","Wrocław Stadion, stacja kolejowa",7753
259377793,602026,2024-11-06 13:37:29,2024-11-07 07:35:46,Zaporoska / Wielka / Krucza,Zaporoska / Wielka / Krucza,1078
259400062,603123,2024-11-06 15:42:33,2024-11-07 12:59:41,Ślężna / Skierniewicka,Ślężna / Skierniewicka,1277
259418648,602791,2024-11-06 17:13:20,2024-11-07 14:59:38,Mickiewicza / pętla tramwajowa,Marca Polo (Olimpia Port),1306
259458099,603122,2024-11-06 21:16:15,2024-11-07 00:57:19,Zwycięska / Ołtaszyńska,Ślężna / Kamienna (Uniw. Ekonomiczny),221
259468743,604484,2024-11-06 23:46:30,2024-11-07 00:03:59,Kazimierza Wielkiego (Helios),pl. Orląt Lwowskich,17
259468788,602396,2024-11-06 23:47:51,2024-11-07 00:04:23,Wyszyńskiego / Szczytnicka,Dyrekcyjna / Borowska (Wroclavia),17
259468899,602083,2024-11-06 23:50:46,2024-11-07 00:05:42,Wyszyńskiego / Szczytnicka,Wróblewskiego (Teki),15
259469136,603527,2024-11-06 23:56:42,2024-11-07 00:06:44,Gliniana / Gajowa,Kościuszki / Komuny Paryskiej / Zgodna,10
259469139,602506,2024-11-06 23:56:45,2024-11-07 00:06:45,Gliniana / Gajowa,Kościuszki / Komuny Paryskiej / Zgodna,10
259469142,602586,2024-11-06 23:56:48,2024-11-07 00:05:34,Janiszewskiego (PWr),Wróblewskiego (Teki),9
259469173,602106,2024-11-06 23:57:15,2024-11-07 00:05:30,"Dworzec Główny, południe",Dyrekcyjna / Borowska (Wroclavia),8
259469178,603227,2024-11-06 23:57:29,2024-11-07 00:10:55,Aleja Bielany,al. Karkonoska / Jeździecka,13
259469281,603291,2024-11-07 00:00:08,2024-11-07 00:11:51,Nowowiejska / Wyszyńskiego,Drobnera / Dubois,12
259469285,602909,2024-11-07 00:00:12,2024-11-07 00:07:31,Czekoladowa / Wałbrzyska,Skarbowców / Wietrzna,7
259469310,603786,2024-11-07 00:00:53,2024-11-07 00:14:29,Grabiszyńska / Aleja Hallera,Tyrmanda / Trawowa,14
259469316,603384,2024-11-07 00:01:03,2024-11-07 00:14:17,Grabiszyńska / Aleja Hallera,Tyrmanda / Trawowa,13
259469415,602640,2024-11-07 00:03:56,2024-11-07 00:09:03,Poniatowskiego / Oleśnicka,Jedności Narodowej / Wyszyńskiego,5
259469457,604484,2024-11-07 00:05:13,2024-11-07 00:18:31,pl. Orląt Lwowskich,Plac Staszica,13
259469497,603782,2024-11-07 00:06:08,2024-11-07 00:20:06,Dyrekcyjna / Borowska (Wroclavia),Powstańcow Śląskich / Aleja Hallera,14
259469516,602396,2024-11-07 00:06:35,2024-11-07 00:21:50,Dyrekcyjna / Borowska (Wroclavia),Grota-Roweckiego / Parafialna,15
259469532,603068,2024-11-07 00:07:01,2024-11-07 00:15:34,Pilczycka / Kozanowska,Popowicka / Rysia,9
259469540,603565,2024-11-07 00:07:20,2024-11-07 00:07:42,al. Poprzeczna / stacja kolejowa,al. Poprzeczna / stacja kolejowa,0
259469558,603777,2024-11-07 00:07:58,2024-11-07 00:24:22,al. Poprzeczna / stacja kolejowa,Żmigrodzka / Broniewskiego,16
259469564,603417,2024-11-07 00:08:12,2024-11-07 00:15:10,pl. Orląt Lwowskich,Plac Strzegomski / Poznańska,7
259469669,603009,2024-11-07 00:11:21,2024-11-07 00:24:45,al. Armii Krajowej / Bardzka,Kopycińskiego/Drabika,13
259469698,603154,2024-11-07 00:12:26,2024-11-07 00:19:47,Dworzec Główny ,Traugutta / Kościuszki,7
259469853,603968,2024-11-07 00:16:44,2024-11-07 00:38:03,Poza stacją,Jedności Narodowej / Wyszyńskiego,21
259469854,602908,2024-11-07 00:16:47,2024-11-07 00:24:39,Poza stacją,Plac Powstańców Śląskich,8
259469889,602363,2024-11-07 00:17:53,2024-11-07 00:31:56,Powstańców Śląskich/Orla,Zwycięska / Ołtaszyńska,14
259469972,602859,2024-11-07 00:20:34,2024-11-07 00:32:11,Aleja Kromera,Sołtysowicka / Redycka,12
259469973,603586,2024-11-07 00:20:36,2024-11-07 00:38:12,Kazimierza Wielkiego (Helios),Plac Powstańców Śląskich,18
259470020,602194,2024-11-07 00:22:15,2024-11-07 00:26:41,"Paprotna / Obornicka, zajezdnia MPK",Żmigrodzka / Marino,4
259470024,603258,2024-11-07 00:22:25,2024-11-07 00:32:03,Rynek,Poza stacją,10
259470032,603225,2024-11-07 00:22:44,2024-11-07 00:22:59,Plac Uniwersytecki (UWr),Plac Uniwersytecki (UWr),0
259470047,602517,2024-11-07 00:23:29,2024-11-07 00:40:17,Plac Uniwersytecki (UWr),Nowowiejska / Górnickiego,17
259470065,602939,2024-11-07 00:24:03,2024-11-07 00:25:26,Plac Uniwersytecki (UWr),Plac Uniwersytecki (UWr),1
259470123,602309,2024-11-07 00:25:39,2024-11-07 00:46:44,Plac Uniwersytecki (UWr),Jedności Narodowej / Wyszyńskiego,21
259470196,603974,2024-11-07 00:28:22,2024-11-07 00:36:40,"Dworzec Główny, południe",Nyska / Piękna,8
259470520,603367,2024-11-07 00:41:41,2024-11-07 00:52:37,Traugutta / Kościuszki,Hubska / Prudnicka,11
259470577,602492,2024-11-07 00:43:48,2024-11-07 00:52:53,Fosa Miejska ,Kamienna / Borowska (Aquapark),9
259470684,604557,2024-11-07 00:49:24,2024-11-07 01:09:58,Kazimierza Wielkiego (Helios),al. Poprzeczna / stacja kolejowa,21
259470763,603997,2024-11-07 00:52:59,2024-11-07 01:03:33,Kamienna / Borowska (Aquapark),Borowska (Uniw. Szpital Kliniczny),11
259470798,603035,2024-11-07 00:55:05,2024-11-07 01:08:43,"Paprotna / Obornicka, zajezdnia MPK",Czarnuszkowa/Waniliowa,14
259470821,602410,2024-11-07 00:56:11,2024-11-07 01:13:29,Fosa Miejska ,Świeradowska (Ferio Gaj ),17
259470837,602420,2024-11-07 00:57:02,2024-11-07 01:10:53,Komandorska / Kamienna,Poza stacją,14
259470861,652054,2024-11-07 00:57:37,2024-11-07 00:59:44,Ślężna / Kamienna (Uniw. Ekonomiczny),Komandorska / Kamienna,2
259470912,604116,2024-11-07 01:00:42,2024-11-07 01:08:34,Pereca / Grabiszyńska,Kołłątaja / Podwale,8
259471049,604116,2024-11-07 01:09:10,2024-11-07 01:16:22,Kołłątaja / Podwale,Poniatowskiego / Oleśnicka,7
259471078,603881,2024-11-07 01:11:00,2024-11-07 01:14:46,Kamienna / Tomaszowska,Nyska / Jesionowa,4
259471156,604113,2024-11-07 01:14:52,2024-11-07 01:26:17,Świeradowska (Ferio Gaj ),Kopycińskiego/Drabika,11
259471407,603385,2024-11-07 01:30:37,2024-11-07 01:38:46,Rogowska / Zemska,Drzewieckiego / Dedala,8
259471468,603056,2024-11-07 01:35:01,2024-11-07 02:00:31,Stadion Olimpijski,Stadion Olimpijski,26
259471482,604207,2024-11-07 01:35:54,2024-11-07 01:54:27,Plac Jana Pawła II (Akademia Muzyczna),Rondo Reagana,19
259471520,603086,2024-11-07 01:38:24,2024-11-07 01:55:46,Kwidzyńska pętla,Miłoszycka / Swojczycka ,17
259471640,602506,2024-11-07 01:48:13,2024-11-07 01:58:14,Kościuszki / Komuny Paryskiej / Zgodna,al. Armii Krajowej / Borowska,10
259471663,652008,2024-11-07 01:50:31,2024-11-07 02:16:30,Kazimierza Wielkiego (Helios),Zaporoska / Wielka / Krucza,26
259471676,604542,2024-11-07 01:51:34,2024-11-07 02:05:45,Szczęśliwa (Sky Tower),Przyjaźni,14
259471738,603525,2024-11-07 01:56:49,2024-11-07 01:59:03,Plac Grunwaldzki / Polaka,Rondo Reagana,2
259471852,602506,2024-11-07 02:09:18,2024-11-07 02:16:03,al. Armii Krajowej / Borowska,Poza stacją,7
259471913,602087,2024-11-07 02:17:09,2024-11-07 02:21:25,Plac Legionów,Zaporoska / Grabiszyńska,4
259471916,604126,2024-11-07 02:18:08,2024-11-07 02:50:27,Na Ostatnim Groszu,Poza stacją,32
259471923,603827,2024-11-07 02:18:27,2024-11-07 02:28:29,Legnicka (Park Magnolia),Pilczycka / Kozanowska,10
259471938,603861,2024-11-07 02:19:21,2024-11-07 02:30:17,Dworzec Główny ,Krakowska / Leroy Merlin,11
259471955,604044,2024-11-07 02:22:08,2024-11-07 02:25:48,Zaporoska / Grabiszyńska,Grabiszyńska / Stalowa,4
259472004,652120,2024-11-07 02:29:17,2024-11-07 02:36:20,Otyńska,Strzegomska / Rogowska ,7
