UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
255244155,602938,2024-10-10 11:58:34,2024-10-12 10:59:21,al. Kochanowskiego / Kopernika,Rakowiecka,2821
255253830,602804,2024-10-10 13:05:28,2024-10-12 09:43:21,Fabryczna / Wagonowa,Fabryczna / Wagonowa,2678
255467530,603307,2024-10-11 16:46:11,2024-10-12 05:27:45,Krzycka / Aleja Karkonoska (Park Południowy),Poza stacją,762
255468445,602145,2024-10-11 16:50:16,2024-10-12 10:15:57,Plac Legionów,Piłsudskiego 13 od Jump Hall,1046
255472616,603904,2024-10-11 17:09:22,2024-10-12 19:40:21,Grochowa / Jemiołowa,Grochowa / Jemiołowa,1591
255520340,602979,2024-10-11 21:31:53,2024-10-12 10:05:53,Poza stacją,Poza stacją,754
255534653,603915,2024-10-11 23:46:20,2024-10-12 00:22:12,Zwycięska / Ołtaszyńska,Hubska / Prudnicka,36
255535081,603605,2024-10-11 23:50:52,2024-10-12 00:06:38,Poza stacją,Poza stacją,16
255535131,602253,2024-10-11 23:51:43,2024-10-12 00:11:15,Wróblewskiego (Teki),Wróblewskiego (Teki),20
255535307,602638,2024-10-11 23:53:37,2024-10-12 00:04:13,Świeradowska (Ferio Gaj ),Tarnogajska / Klimasa,11
255535368,602974,2024-10-11 23:54:26,2024-10-12 00:12:51,al. Armii Krajowej / Tarnogajska,Wróblewskiego (Teki),18
255535457,602665,2024-10-11 23:55:11,2024-10-12 00:09:34,Rogowska / Zemska,Pilczycka / Koszykarska,14
255535572,602180,2024-10-11 23:56:29,2024-10-12 00:20:46,Krzycka / Aleja Karkonoska (Park Południowy),Wysoka Nastrojowa,24
255535685,604254,2024-10-11 23:57:43,2024-10-12 00:14:49,Szewska / Kazimierza Wielkiego ,Gliniana / Gajowa,17
255535738,603350,2024-10-11 23:58:14,2024-10-12 00:13:20,al. Brücknera / Kwidzyńska,Żeromskiego / Daszyńskiego,15
255535754,603191,2024-10-11 23:58:20,2024-10-12 00:09:11,Zachodnia / Poznańska,Poza stacją,11
255535778,603043,2024-10-11 23:58:38,2024-10-12 00:16:31,Nowowiejska / Wyszyńskiego,Plac Kościuszki (Renoma),18
255535987,602274,2024-10-12 00:01:13,2024-10-12 00:17:42,Dworzec Główny ,Poza stacją,16
255536066,603390,2024-10-12 00:02:17,2024-10-12 00:18:22,Świdnicka / Piłsudskiego (Hotel Scandic),Borowska (Uniw. Szpital Kliniczny),16
