UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
254671825,602079,2024-10-06 16:55:41,2024-10-07 00:42:33,Poza stacją,Plac Staszica,467
254697952,604260,2024-10-06 20:23:09,2024-10-07 00:25:51,Drobnera / Plac Bema,Plac Grunwaldzki (DS Ołówek),243
254699118,604323,2024-10-06 20:35:48,2024-10-07 10:39:53,Strzegomska / Estońska,Strzegomska / Rogowska ,844
254707172,603895,2024-10-06 22:21:58,2024-10-07 00:16:59,Sienkiewicza / Piastowska,Kazimierza Wielkiego (Helios),115
254708146,602353,2024-10-06 22:39:18,2024-10-07 00:10:16,Kościuszki / Pułaskiego,Kościuszki / Pułaskiego,91
254708695,652114,2024-10-06 22:51:02,2024-10-07 00:11:13,Wałbrzyska - pętla tramwajowa,Plac Dominikański (Galeria Dominikańska),80
254708702,602729,2024-10-06 22:51:12,2024-10-07 00:11:07,Wałbrzyska - pętla tramwajowa,Plac Dominikański (Galeria Dominikańska),80
254709479,604065,2024-10-06 23:07:31,2024-10-07 00:00:44,Powstańcow Śląskich / Aleja Hallera,Prochowicka / Dolnobrzeska,53
254710652,602466,2024-10-06 23:37:27,2024-10-07 00:06:49,Aleja Kromera,Olszewskiego / Spółdzielcza,29
254711221,604259,2024-10-06 23:54:49,2024-10-07 00:04:44,Traugutta / Kościuszki,Sienkiewicza / Wyszyńskiego,10
254711318,604244,2024-10-06 23:58:13,2024-10-07 00:04:20,Przyjaźni,Czekoladowa / Wałbrzyska,6
254711343,603076,2024-10-06 23:58:56,2024-10-07 00:07:18,Wita Stwosza / Szewska,Poza stacją,8
254711403,603804,2024-10-07 00:01:44,2024-10-07 00:02:13,Szczęśliwa (Sky Tower),Szczęśliwa (Sky Tower),0
254711424,603427,2024-10-07 00:02:22,2024-10-07 00:06:15,Szczęśliwa (Sky Tower),Grochowa / Jemiołowa,4
254711425,602522,2024-10-07 00:02:24,2024-10-07 00:09:55,pl. Orląt Lwowskich,Jagiełły / Dmowskiego ,8
254711449,603006,2024-10-07 00:03:15,2024-10-07 00:19:30,Bardzka / Piękna,Aleja Hallera / Mielecka,16
254711463,603842,2024-10-07 00:03:47,2024-10-07 00:07:26,Nyska / Jesionowa,Nyska / Jesionowa,4
254711486,604458,2024-10-07 00:04:27,2024-10-07 00:04:47,Poza stacją,Poza stacją,0
254711492,604268,2024-10-07 00:04:41,2024-10-07 00:19:12,Partyzantów / Okrzei,Bacciarellego / pętla autobusowa,15
254711531,604458,2024-10-07 00:05:50,2024-10-07 00:15:20,Poza stacją,Rogowska / Zemska,10
254711553,602171,2024-10-07 00:06:43,2024-10-07 00:15:39,Legnicka (Park Magnolia),Legnicka / Młodych Techników,9
254711621,604508,2024-10-07 00:09:36,2024-10-07 00:15:57,Krzycka / Aleja Karkonoska (Park Południowy),Powstańcow Śląskich / Aleja Hallera,6
254711629,604518,2024-10-07 00:09:51,2024-10-07 00:15:53,Krzycka / Aleja Karkonoska (Park Południowy),Powstańcow Śląskich / Aleja Hallera,6
254711657,604641,2024-10-07 00:10:57,2024-10-07 00:25:51,Rakowiecka,Plac Grunwaldzki / Polaka,15
254711663,603350,2024-10-07 00:11:11,2024-10-07 00:25:43,Rakowiecka,Plac Grunwaldzki / Polaka,15
254711715,603837,2024-10-07 00:13:27,2024-10-07 00:32:53,Opolska / Siemianowicka,Plac Dominikański (Galeria Dominikańska),19
254711777,604552,2024-10-07 00:16:22,2024-10-07 00:22:37,Zaporoska / Grabiszyńska,Plac Kościuszki (Renoma),6
254711794,603608,2024-10-07 00:17:24,2024-10-07 00:24:24,Jedności Narodowej / Wyszyńskiego,Drobnera / Plac Bema,7
254711797,603724,2024-10-07 00:17:29,2024-10-07 00:29:46,Traugutta / Pułaskiego,Drobnera / Plac Bema,12
254711858,603006,2024-10-07 00:20:23,2024-10-07 00:39:58,Aleja Hallera / Mielecka,Strzegomska / Rogowska ,20
254711925,603326,2024-10-07 00:23:21,2024-10-07 00:37:33,Janiszewskiego (PWr),Bacciarellego,14
254711940,603848,2024-10-07 00:23:56,2024-10-07 00:27:31,Poza stacją,Sołtysowicka / Redycka,4
254712001,603372,2024-10-07 00:26:13,2024-10-07 00:40:56,Śrubowa / Strzegomska,Jagiełły / Dmowskiego ,15
254712063,602238,2024-10-07 00:28:43,2024-10-07 00:36:50,Poniatowskiego / Oleśnicka,Rynek,8
254712096,603979,2024-10-07 00:30:24,2024-10-07 00:35:00,Nowowiejska / Wyszyńskiego,Drobnera / Plac Bema,5
254712136,602790,2024-10-07 00:32:48,2024-10-07 00:44:28,Komandorska / Kamienna,Hallera / Odkrywców,12
254712227,602900,2024-10-07 00:38:16,2024-10-07 00:43:13,Dworzec Główny ,Plac Legionów,5
254712268,603379,2024-10-07 00:40:23,2024-10-07 00:50:30,Dworzec Główny ,Pereca / Grabiszyńska,10
254712269,603144,2024-10-07 00:40:29,2024-10-07 00:49:42,Dworzec Główny ,Traugutta / Kościuszki,9
254712276,603006,2024-10-07 00:40:53,2024-10-07 00:59:49,Strzegomska / Rogowska ,Sukielicka / Rogowska,19
254712383,602290,2024-10-07 00:46:39,2024-10-07 00:56:50,Drobnera / Dubois,Nowowiejska / Górnickiego,10
254712434,603701,2024-10-07 00:49:37,2024-10-07 00:59:34,Wita Stwosza / Szewska,Poza stacją,10
254712441,602325,2024-10-07 00:50:00,2024-10-07 00:59:44,Wita Stwosza / Szewska,Poza stacją,10
254712460,603505,2024-10-07 00:50:57,2024-10-07 00:51:26,Wita Stwosza / Szewska,Drobnera / Plac Bema,0
254712471,602582,2024-10-07 00:51:36,2024-10-07 01:02:51,Nowowiejska / Górnickiego,Na Grobli (PWr - Geocentrum),11
254712481,603281,2024-10-07 00:52:02,2024-10-07 01:03:05,Szczęśliwa (Sky Tower),Bardzka / Piękna,11
254712492,602936,2024-10-07 00:52:42,2024-10-07 01:22:19,Poza stacją,Wysoka Nastrojowa,30
254712495,603908,2024-10-07 00:52:51,2024-10-07 01:18:56,Wita Stwosza / Szewska,Plac Uniwersytecki (UWr),26
254712519,603157,2024-10-07 00:54:26,2024-10-07 01:05:15,Legnicka / Wejherowska,Pilczycka / Koszykarska,11
254712524,603465,2024-10-07 00:54:44,2024-10-07 01:10:29,Fosa Miejska ,Kołłątaja / Podwale,16
254712622,602325,2024-10-07 01:01:10,2024-10-07 01:13:54,Poza stacją,Rondo Reagana,13
254712625,603701,2024-10-07 01:01:17,2024-10-07 01:14:23,Poza stacją,Rondo Reagana,13
254712707,602713,2024-10-07 01:06:32,2024-10-07 01:14:01,Kamienna / Tomaszowska,Poza stacją,7
254712792,602729,2024-10-07 01:11:57,2024-10-07 01:38:55,Plac Dominikański (Galeria Dominikańska),Jagodzińska / Buforowa,27
254712813,652052,2024-10-07 01:13:11,2024-10-07 01:31:03,Poza stacją,Poza stacją,18
254712858,602410,2024-10-07 01:16:06,2024-10-07 01:21:34,Poza stacją,Dyrekcyjna / Borowska (Wroclavia),5
254712947,603960,2024-10-07 01:21:47,2024-10-07 01:33:31,Kamienna / Borowska (Aquapark),Powstańców Śląskich/Orla,12
254713025,602665,2024-10-07 01:29:30,2024-10-07 01:32:53,Sienkiewicza / Piastowska,Plac Grunwaldzki (DS Ołówek),3
254713046,603668,2024-10-07 01:30:58,2024-10-07 01:45:24,Poza stacją,Grabiszyńska / Aleja Hallera,14
254713060,602715,2024-10-07 01:31:48,2024-10-07 01:46:03,Poza stacją,Grabiszyńska / Aleja Hallera,14
254713063,604259,2024-10-07 01:32:10,2024-10-07 01:37:30,Sienkiewicza / Wyszyńskiego,Drobnera / Dubois,5
254713194,603080,2024-10-07 01:45:59,2024-10-07 01:51:10,Kazimierza Wielkiego (Helios),Fosa Miejska ,5
254713208,602166,2024-10-07 01:47:24,2024-10-07 01:54:29,Aleja Hallera / Mielecka,Pereca / Grabiszyńska,7
254713217,602584,2024-10-07 01:48:38,2024-10-07 02:02:22,Grabiszyńska / Aleja Hallera,Zaporoska / Grabiszyńska,14
254713220,603216,2024-10-07 01:49:02,2024-10-07 02:02:13,Grabiszyńska / Aleja Hallera,Zaporoska / Grabiszyńska,13
254713281,603275,2024-10-07 01:56:47,2024-10-07 01:57:21,Rondo Reagana,Rondo Reagana,1
254713296,603275,2024-10-07 01:58:07,2024-10-07 02:06:05,Rondo Reagana,Żeromskiego / Kluczborska,8
254713389,602578,2024-10-07 02:09:57,2024-10-07 02:18:12,pl. Powstańców Wielkopolskich,Nowowiejska / Górnickiego,8
